C h:0.0232558
C GRID SIZE:44
C N:42
0 0.000540833 0.00216333 0.0048675 0.00865333 0.0135208 0.01947 0.0265008 0.0346133 0.0438075 0.0540833 0.0654408 0.0778799 0.0914008 0.106003 0.121687 0.138453 0.156301 0.17523 0.195241 0.216333 0.238507 0.261763 0.286101 0.31152 0.338021 0.365603 0.394267 0.424013 0.45484 0.48675 0.51974 0.553813 0.588967 0.625203 0.66252 0.700919 0.7404 0.780963 0.822607 0.865333 0.90914 0.954029 1 
4 2.00316 1.21607 0.849027 0.650755 0.531894 0.4551 0.403253 0.367725 0.343303 0.327119 0.317335 0.31257 0.312031 0.315138 0.321393 0.330516 0.342295 0.356523 0.373088 0.391928 0.412973 0.436192 0.461598 0.489215 0.519091 0.551313 0.58601 0.62335 0.663563 0.706972 0.754015 0.805295 0.861674 0.924408 0.99539 1.0776 1.17599 1.2994 1.46494 1.70954 2.12333 2.95669 5 
4 2.79625 2.01102 1.52427 1.21436 1.00834 0.8659 0.763951 0.689463 0.634444 0.593647 0.563889 0.542855 0.528893 0.520946 0.518182 0.519946 0.525841 0.535541 0.548783 0.565417 0.58536 0.608547 0.634977 0.664717 0.697869 0.734592 0.77513 0.819814 0.869087 0.923551 0.98403 1.05165 1.128 1.21535 1.31701 1.43808 1.58657 1.77568 2.02816 2.38456 2.91793 3.74939 5 
4 3.16962 2.50758 2.02243 1.6738 1.42157 1.23617 1.09744 0.992132 0.911462 0.849414 0.801903 0.766057 0.73978 0.721553 0.71029 0.705142 0.705487 0.71088 0.720983 0.735556 0.754462 0.777638 0.805074 0.836848 0.873117 0.914111 0.960165 1.01174 1.06946 1.13415 1.20693 1.28931 1.38336 1.49196 1.61924 1.77115 1.95651 2.18857 2.48739 2.88262 3.41443 4.12293 5 
4 3.37489 2.82755 2.38411 2.03683 1.76785 1.55964 1.39733 1.27005 1.16979 1.09061 1.02831 0.979785 0.942685 0.915315 0.896387 0.884901 0.88013 0.88153 0.888687 0.901321 0.919256 0.942407 0.970773 1.00444 1.04361 1.08854 1.13967 1.19753 1.26288 1.33669 1.42026 1.51532 1.62418 1.74994 1.89687 2.07079 2.27974 2.53469 2.85019 3.24409 3.73424 4.32793 5 
4 3.50154 3.04416 2.64957 2.32158 2.0538 1.8372 1.66234 1.52105 1.40697 1.31491 1.24089 1.18198 1.13583 1.10061 1.07501 1.05797 1.04864 1.04645 1.05096 1.06182 1.07886 1.10197 1.13116 1.16653 1.2083 1.25677 1.3124 1.37582 1.44781 1.52946 1.62211 1.72755 1.84811 1.98679 2.14753 2.33542 2.55696 2.82024 3.13458 3.50932 3.95053 4.45459 5 
4 3.58687 3.19772 2.84858 2.54578 2.28863 2.07308 1.89373 1.74506 1.62224 1.52119 1.43849 1.37147 1.31798 1.27629 1.24505 1.22323 1.20998 1.20466 1.20684 1.21615 1.2324 1.25547 1.28539 1.32226 1.36629 1.41784 1.47737 1.54551 1.6231 1.7112 1.81115 1.92467 2.05391 2.20158 2.37103 2.56636 2.79244 3.05469 3.35855 3.70812 4.10402 4.53993 5 
4 3.64817 3.31145 3.00135 2.72433 2.48181 2.27276 2.09435 1.94314 1.81576 1.70911 1.62045 1.54751 1.4884 1.44156 1.40574 1.37994 1.36336 1.35538 1.35554 1.36351 1.37906 1.40211 1.43266 1.47081 1.51679 1.57093 1.63372 1.70578 1.7879 1.8811 1.98664 2.10608 2.24129 2.39458 2.56863 2.76655 2.99172 3.24753 3.53676 3.86065 4.21752 4.60111 5 
4 3.694 3.39841 3.12123 2.86823 2.64169 2.44188 2.26781 2.11744 1.98855 1.87901 1.78666 1.70969 1.64653 1.59581 1.55642 1.52745 1.50816 1.49797 1.49645 1.50327 1.51823 1.54124 1.57229 1.61151 1.65909 1.71537 1.78081 1.85598 1.94163 2.03869 2.14827 2.27172 2.41063 2.56682 2.74236 2.93946 3.16034 3.40691 3.68031 3.98026 4.30429 4.64698 5 
4 3.72961 3.46665 3.21708 2.98556 2.7747 2.58537 2.41754 2.27026 2.14213 2.03173 1.93754 1.8581 1.7922 1.73872 1.69667 1.66526 1.64386 1.63191 1.62902 1.6349 1.64937 1.67232 1.70377 1.74383 1.79269 1.85065 1.91814 1.99569 2.08396 2.18375 2.29603 2.42192 2.56267 2.7197 2.89452 3.08859 3.30327 3.53945 3.79731 4.07582 4.3724 4.68253 5 
4 3.75794 3.52145 3.29493 3.08233 2.88606 2.70736 2.54672 2.40384 2.27799 2.16826 2.07363 1.99304 1.92552 1.8702 1.82628 1.79308 1.77006 1.75676 1.7528 1.75793 1.772 1.7949 1.82665 1.86735 1.91718 1.97642 2.04543 2.12468 2.21476 2.31633 2.4302 2.55724 2.69843 2.85481 3.0274 3.21712 3.42467 3.65032 3.89366 4.15335 4.42696 4.71077 5 
4 3.78081 3.56604 3.35896 3.16279 2.97985 2.81137 2.65816 2.52038 2.39771 2.28969 2.19566 2.11488 2.04665 1.99028 1.94517 1.91076 1.88658 1.87226 1.86748 1.87203 1.88576 1.90861 1.94057 1.98173 2.03227 2.09241 2.16248 2.24287 2.33407 2.43664 2.55118 2.6784 2.819 2.97369 3.14312 3.3278 3.52797 3.74349 3.97364 4.21699 4.47133 4.73359 5 
4 3.79962 3.60273 3.41204 3.23009 3.05904 2.90012 2.75421 2.62179 2.50284 2.39715 2.30442 2.22417 2.15589 2.09911 2.05336 2.01819 1.99325 1.97822 1.97285 1.97696 1.99042 2.01319 2.04527 2.08674 2.13774 2.19847 2.2692 2.35026 2.44203 2.54496 2.65951 2.78618 2.92546 3.07781 3.24359 3.42298 3.61593 3.82204 4.04042 4.26966 4.50781 4.75227 5 
4 3.81518 3.63322 3.45631 3.28663 3.12603 2.97581 2.83682 2.70968 2.59465 2.4917 2.40072 2.32149 2.25366 2.19691 2.15094 2.11539 2.08999 2.0745 2.06873 2.07252 2.08578 2.10846 2.14059 2.18222 2.23348 2.29453 2.36559 2.44693 2.53884 2.64165 2.7557 2.88134 3.01886 3.16851 3.33044 3.5046 3.69074 3.8883 4.09632 4.31345 4.53797 4.76766 5 
4 3.82807 3.65857 3.49332 3.33413 3.1827 3.04022 2.90759 2.7855 2.67434 2.57425 2.48529 2.40738 2.34034 2.28398 2.23809 2.20244 2.17683 2.16107 2.15504 2.1586 2.1717 2.19429 2.2264 2.26808 2.31943 2.38059 2.45172 2.53304 2.62475 2.7271 2.84031 2.96459 3.10011 3.24693 3.40504 3.57425 3.75415 3.94408 4.14309 4.34991 4.56298 4.78038 5 
4 3.83881 3.67964 3.52419 3.37393 3.23039 3.09475 2.96784 2.8504 2.74293 2.64568 2.55881 2.48237 2.41633 2.36057 2.31499 2.27945 2.25381 2.23794 2.23175 2.23516 2.24811 2.2706 2.30263 2.34427 2.39557 2.45667 2.52768 2.60874 2.70003 2.80168 2.91385 3.03662 3.17004 3.31406 3.46855 3.6332 3.80751 3.99078 4.18205 4.38015 4.58365 4.79088 5 
4 3.84769 3.6971 3.54979 3.40705 3.27022 3.14047 3.01862 2.90536 2.80128 2.70671 2.62189 2.54698 2.48201 2.42698 2.38184 2.34654 2.321 2.30512 2.29886 2.30216 2.315 2.33736 2.36927 2.41078 2.46194 2.52284 2.59357 2.67423 2.76494 2.86576 2.97677 3.09798 3.22935 3.37074 3.52191 3.68248 3.85191 4.02945 4.2142 4.40501 4.60061 4.79948 5 
4 3.85493 3.71138 3.57076 3.43425 3.30306 3.17829 3.06076 2.95116 2.85009 2.75797 2.67508 2.60163 2.53775 2.48349 2.43886 2.40388 2.3785 2.36268 2.3564 2.35963 2.37235 2.39458 2.42633 2.46764 2.51857 2.57918 2.64952 2.72968 2.81971 2.91965 3.02949 3.14919 3.27863 3.41763 3.56586 3.72291 3.88817 4.06093 4.24027 4.42511 4.61429 4.8064 5 
4 3.86074 3.7228 3.58757 3.45612 3.32953 3.20887 3.09494 2.98844 2.88996 2.79998 2.71881 2.6467 2.58384 2.53034 2.48625 2.45161 2.42643 2.41071 2.40443 2.40759 2.4202 2.44227 2.47383 2.5149 2.56553 2.62577 2.69567 2.77527 2.86459 2.96363 3.07234 3.19064 3.31837 3.45528 3.60101 3.7551 3.91695 4.08582 4.26082 4.44092 4.62503 4.81183 5 
4 3.86523 3.73165 3.60058 3.47308 3.35011 3.23271 3.12168 3.0177 2.92136 2.83316 2.75345 2.68251 2.62057 2.56776 2.52417 2.48988 2.46491 2.44928 2.44301 2.44611 2.4586 2.48049 2.51181 2.5526 2.60289 2.66272 2.73212 2.81113 2.89974 2.99792 3.1056 3.22267 3.34893 3.4841 3.6278 3.77954 3.93871 4.10457 4.27625 4.45277 4.63306 4.81589 5 
