0 0.239316 0.464723 0.663123 0.822984 0.935016 0.992709 0.992709 0.935016 0.822984 0.663123 0.464723 
4 2.20371 1.61088 1.42564 1.39446 1.42704 1.49233 1.59047 1.75457 2.08391 2.86452 5 
4 2.96414 2.34882 2.034 1.90197 1.88628 1.95918 2.1225 2.4088 2.89345 3.71117 5 
4 3.30453 2.78572 2.45923 2.29294 2.25681 2.3357 2.53169 2.86447 3.36996 4.08685 5 
4 3.46832 3.03023 2.72403 2.55368 2.51239 2.59524 2.80402 3.14724 3.6352 4.26631 5 
4 3.5384 3.14264 2.85287 2.68539 2.64398 2.72898 2.94186 3.28517 3.75743 4.34319 5 
4 3.54259 3.14897 2.85935 2.69114 2.64932 2.73491 2.9493 3.29409 3.76627 4.34898 5 
4 3.48289 3.0514 2.7445 2.57063 2.52735 2.61208 2.82633 3.17557 3.66467 4.28642 5 
4 3.33749 2.82932 2.49674 2.31964 2.27741 2.35974 2.56834 2.91712 3.43046 4.13198 5 
4 3.03767 2.43168 2.09352 1.93372 1.90287 1.98108 2.17013 2.49402 3.00809 3.81099 5 
4 2.38145 1.76617 1.51193 1.41889 1.41932 1.49162 1.6371 1.8807 2.29698 3.10394 5 
0.715976 0.721893 0.739645 0.769231 0.810651 0.863905 0.928994 1.00592 1.09467 1.19527 1.30769 1.43195 
