0 0.239316 0.464723 0.663123 0.822984 0.935016 0.992709 0.992709 0.935016 0.822984 0.663123 0.464723 
4 2.20323 1.61004 1.42476 1.39355 1.42622 1.49166 1.58993 1.75406 2.08356 2.8644 5 
4 2.96362 2.34757 2.03248 1.90041 1.88482 1.95793 2.12142 2.40785 2.89286 3.71093 5 
4 3.30382 2.78433 2.45742 2.29104 2.255 2.33405 2.53019 2.86323 3.36919 4.08649 5 
4 3.46749 3.02872 2.72213 2.55166 2.51042 2.59338 2.80231 3.14585 3.63432 4.26587 5 
4 3.53759 3.1412 2.85104 2.68341 2.64199 2.72705 2.94011 3.28375 3.75651 4.34271 5 
4 3.54185 3.14772 2.85772 2.68932 2.64742 2.73305 2.94761 3.29272 3.76537 4.34851 5 
4 3.48226 3.05034 2.74312 2.56904 2.52566 2.61042 2.82482 3.17434 3.66385 4.28599 5 
4 3.33698 2.82847 2.49562 2.31833 2.27603 2.35839 2.56712 2.91613 3.4298 4.13164 5 
4 3.03732 2.43108 2.09275 1.93284 1.90195 1.98018 2.16931 2.49335 3.00767 3.81078 5 
4 2.38127 1.76588 1.51157 1.41847 1.41886 1.49117 1.63668 1.88037 2.29677 3.10381 5 
0.715976 0.721893 0.739645 0.769231 0.810651 0.863905 0.928994 1.00592 1.09467 1.19527 1.30769 1.43195 
