0 0.0848059 0.169001 0.251978 0.33314 0.411901 0.487695 0.559975 0.62822 0.691939 0.750672 0.803997 0.851529 0.892926 0.927889 0.956167 0.977555 0.9919 0.999099 0.999099 0.9919 0.977555 0.956167 0.927889 0.892926 0.851529 0.803997 0.750672 0.691939 0.62822 0.559975 0.487695 0.411901 0.33314 0.251978 0.169001 
4 2.07965 1.36816 1.07445 0.947486 0.896665 0.884441 0.893304 0.91385 0.940647 0.970413 1.0008 1.03027 1.05773 1.08246 1.10372 1.12113 1.1344 1.1434 1.14812 1.1487 1.14528 1.13838 1.12872 1.11709 1.10475 1.09346 1.08574 1.08568 1.09949 1.13848 1.22368 1.40034 1.77775 2.65912 5 
4 2.86559 2.14957 1.73021 1.48576 1.34284 1.26025 1.21485 1.19304 1.18637 1.18939 1.19841 1.21098 1.22536 1.2404 1.25508 1.26882 1.28117 1.29197 1.30132 1.30937 1.31649 1.32353 1.33155 1.34195 1.3569 1.37925 1.41327 1.46544 1.54583 1.6708 1.86834 2.18794 2.71844 3.6067 5 
4 3.23322 2.6344 2.21111 1.92274 1.72875 1.59895 1.51304 1.45725 1.4224 1.40223 1.39247 1.3899 1.39252 1.39875 1.4075 1.41789 1.42947 1.44208 1.45574 1.47089 1.48784 1.50777 1.53198 1.56241 1.60165 1.65329 1.72256 1.817 1.94757 2.13066 2.39102 2.76485 3.30119 4.04927 5 
4 3.43292 2.94371 2.55706 2.26543 2.05042 1.89392 1.78101 1.70037 1.64357 1.60465 1.57909 1.56368 1.55607 1.55467 1.55816 1.56564 1.57669 1.59105 1.60882 1.63035 1.65625 1.68772 1.72635 1.77408 1.83385 1.90966 2.00672 2.13245 2.29682 2.51336 2.80013 3.1791 3.6723 4.28918 5 
4 3.55477 3.15053 2.80837 2.53162 2.31386 2.14551 2.01686 1.9196 1.84692 1.79359 1.75552 1.72966 1.7136 1.70573 1.70477 1.70991 1.72065 1.73669 1.75812 1.78536 1.81916 1.86063 1.91142 1.9736 2.05017 2.14474 2.26235 2.40938 2.59389 2.8259 3.11714 3.47917 3.91982 4.43524 5 
4 3.63574 3.2954 2.99445 2.73898 2.52813 2.3575 2.22137 2.11419 2.03087 1.96716 1.91972 1.88566 1.86292 1.8499 1.84536 1.84869 1.85929 1.87688 1.90162 1.93379 1.97432 2.02427 2.0851 2.15887 2.24835 2.35689 2.48862 2.64878 2.84341 3.07928 3.3633 3.70072 4.09266 4.53196 5 
4 3.69292 3.40098 3.13524 2.9018 2.70221 2.53493 2.39701 2.28498 2.19525 2.12467 2.07044 2.03043 2.00259 1.98557 1.97839 1.98033 1.99089 2.00995 2.03749 2.07397 2.12006 2.1769 2.24573 2.32847 2.42755 2.54578 2.68652 2.85372 3.0516 3.28444 3.55589 3.8677 4.21816 4.60004 5 
4 3.73508 3.48031 3.24388 3.03096 2.84399 2.68306 2.54689 2.43344 2.34054 2.26581 2.2072 2.16292 2.13147 2.11152 2.10238 2.10338 2.11408 2.13444 2.16439 2.20439 2.25508 2.31735 2.39239 2.4818 2.58764 2.7122 2.85805 3.02796 3.22476 3.451 3.70808 3.99606 4.31212 4.64997 5 
4 3.76706 3.54136 3.32896 3.13424 2.95977 2.80648 2.67404 2.5616 2.4677 2.39091 2.32963 2.28262 2.24861 2.22678 2.21632 2.21677 2.22775 2.24913 2.28119 2.32411 2.37835 2.44479 2.52445 2.61866 2.72903 2.85734 3.00545 3.17526 3.36862 3.58647 3.82939 4.09627 4.38411 4.68775 5 
4 3.79191 3.5891 3.3964 3.21737 3.0545 2.90902 2.78139 2.67128 2.5779 2.50043 2.43786 2.38926 2.35384 2.33074 2.31949 2.31972 2.33099 2.35347 2.38714 2.43227 2.48933 2.55891 2.64184 2.73929 2.85249 2.98267 3.13114 3.29917 3.48763 3.69693 3.92665 4.17534 4.44022 4.71694 5 
4 3.8113 3.62674 3.45006 3.28431 3.13179 2.99387 2.87121 2.76415 2.67223 2.59511 2.53224 2.48293 2.44676 2.423 2.41137 2.41157 2.42331 2.44658 2.48158 2.52846 2.5876 2.65943 2.74468 2.84418 2.95893 3.08973 3.23743 3.40264 3.58584 3.78679 4.00479 4.23813 4.48431 4.7397 5 
4 3.82652 3.65645 3.49272 3.33804 3.19444 3.06333 2.94564 2.84178 2.75178 2.67565 2.61308 2.56372 2.52722 2.50324 2.49147 2.49183 2.50403 2.52802 2.56402 2.61229 2.67292 2.74636 2.83319 2.93395 3.04935 3.17987 3.32609 3.48817 3.66612 3.85954 4.06742 4.288 4.51911 4.75762 5 
4 3.8385 3.67977 3.52646 3.38076 3.24465 3.11943 3.0062 2.90549 2.8176 2.74278 2.6808 2.63173 2.59528 2.57129 2.55966 2.56025 2.57295 2.59756 2.63433 2.68352 2.74523 2.81984 2.90764 3.00906 3.12456 3.25439 3.39881 3.5578 3.73099 3.91786 4.1172 4.32746 4.54646 4.77163 5 
4 3.84771 3.69781 3.55255 3.41402 3.28392 3.16357 3.05407 2.95621 2.87038 2.79684 2.73571 2.68707 2.65088 2.62717 2.61579 2.61673 2.62985 2.65502 2.69239 2.74228 2.80478 2.87997 2.96839 3.0701 3.18543 3.31436 3.45699 3.61314 3.78231 3.96366 4.15617 4.35814 4.56768 4.78251 5 
4 3.85454 3.71116 3.57205 3.43882 3.31338 3.19684 3.09042 2.99494 2.91076 2.83848 2.77816 2.73003 2.6942 2.67084 2.65978 2.66106 2.67459 2.70018 2.73801 2.78844 2.85142 2.92713 3.01582 3.11765 3.23263 3.36072 3.50181 3.65554 3.82137 3.99845 4.18556 4.38119 4.58359 4.79061 5 
4 3.85923 3.72043 3.58548 3.45608 3.33386 3.22013 3.11594 3.02218 2.93933 2.86799 2.80836 2.76073 2.72526 2.70223 2.69152 2.69316 2.70693 2.73283 2.77113 2.82196 2.88538 2.96135 3.05029 3.15209 3.26675 3.39413 3.534 3.68597 3.84932 4.02324 4.20643 4.39755 4.59483 4.79629 5 
