C h:0.0149254
C GRID SIZE:68
C N:66
0 0.000222767 0.000891067 0.0020049 0.00356427 0.00556917 0.0080196 0.0109156 0.0142571 0.0180441 0.0222767 0.0269548 0.0320784 0.0376476 0.0436623 0.0501225 0.0570283 0.0643796 0.0721764 0.0804188 0.0891067 0.0982401 0.107819 0.117844 0.128314 0.139229 0.15059 0.162397 0.174649 0.187347 0.20049 0.214079 0.228113 0.242593 0.257518 0.272889 0.288706 0.304968 0.321675 0.338828 0.356427 0.374471 0.392961 0.411896 0.431276 0.451103 0.471374 0.492092 0.513255 0.534863 0.556917 0.579416 0.602361 0.625752 0.649588 0.673869 0.698597 0.723769 0.749387 0.775451 0.80196 0.828915 0.856315 0.884161 0.912453 0.94119 0.970372 1 
4 2.00142 1.21251 0.842707 0.641496 0.518741 0.437493 0.380614 0.339201 0.308292 0.284888 0.267087 0.253567 0.243502 0.236219 0.231294 0.228338 0.227155 0.227463 0.229172 0.232115 0.236178 0.241333 0.247406 0.254484 0.262369 0.271167 0.280761 0.291143 0.302366 0.314268 0.327024 0.340434 0.35464 0.369559 0.385185 0.40161 0.418692 0.436619 0.455239 0.474687 0.494934 0.515975 0.537928 0.560697 0.584467 0.609162 0.634949 0.661859 0.689997 0.719542 0.750571 0.78338 0.818157 0.855303 0.895234 0.938636 0.986314 1.03959 1.10036 1.17163 1.25836 1.36947 1.5221 1.75316 2.1528 2.97155 5 
4 2.79304 2.00505 1.51479 1.20093 0.990398 0.842626 0.734816 0.653636 0.591022 0.541908 0.502886 0.471625 0.446534 0.426451 0.41044 0.397935 0.388373 0.381399 0.376665 0.373961 0.373066 0.37377 0.376066 0.37967 0.384674 0.390895 0.398295 0.406905 0.416547 0.427351 0.439148 0.452027 0.465909 0.480819 0.496752 0.513694 0.531711 0.550734 0.570906 0.592128 0.614548 0.638159 0.662992 0.689216 0.716774 0.745902 0.776656 0.809204 0.843791 0.880611 0.920028 0.962374 1.00825 1.0582 1.11318 1.17435 1.24328 1.32229 1.41478 1.52582 1.66349 1.84114 2.08156 2.42528 2.94536 3.76317 5 
4 3.16575 2.49991 2.01041 1.65696 1.39932 1.20784 1.06238 0.949485 0.860286 0.788837 0.730913 0.683536 0.644613 0.612569 0.586186 0.564576 0.54709 0.533082 0.522166 0.514026 0.508237 0.504748 0.503226 0.503577 0.505706 0.509425 0.514746 0.521519 0.529741 0.539336 0.550296 0.562571 0.576172 0.591066 0.607273 0.624787 0.643638 0.66384 0.68543 0.708469 0.732962 0.75907 0.786759 0.816248 0.847597 0.880937 0.916557 0.954557 0.995307 1.03917 1.0865 1.13796 1.19421 1.25614 1.32496 1.40228 1.49014 1.59151 1.7106 1.85336 2.02869 2.25005 2.53761 2.92094 3.44024 4.1359 5 
4 3.37011 2.81842 2.36991 2.01713 1.74215 1.52712 1.35734 1.22163 1.11188 1.02226 0.9484 0.887041 0.83588 0.793089 0.757196 0.727245 0.702331 0.681729 0.665009 0.65161 0.64128 0.633664 0.628561 0.625771 0.6251 0.626475 0.629706 0.634774 0.641568 0.65003 0.660158 0.671868 0.685179 0.700078 0.716524 0.734606 0.754253 0.775576 0.798577 0.823302 0.849878 0.878315 0.908805 0.941417 0.976359 1.01379 1.05398 1.0972 1.14377 1.19421 1.24897 1.30876 1.37453 1.44721 1.52829 1.61962 1.72345 1.84301 1.98266 2.14826 2.3479 2.59283 2.89774 3.28042 3.75875 4.34025 5 
4 3.49628 3.0337 2.63361 2.29945 2.02512 1.80121 1.61819 1.46778 1.3434 1.23995 1.15336 1.08043 1.01885 0.966665 0.922422 0.884903 0.853231 0.826615 0.804405 0.786235 0.771547 0.760105 0.751618 0.745805 0.742512 0.74161 0.742859 0.746295 0.751724 0.7591 0.768453 0.779597 0.792663 0.807537 0.824231 0.842834 0.86325 0.885632 0.90998 0.936328 0.964861 0.995571 1.02867 1.06429 1.10261 1.14387 1.18839 1.23641 1.28842 1.3449 1.40639 1.47376 1.54787 1.62997 1.72147 1.82439 1.94099 2.07441 2.22871 2.40903 2.62192 2.87572 3.18 3.54408 3.97401 4.4664 5 
4 3.58127 3.18649 2.83134 2.52198 2.25776 2.03442 1.84633 1.68785 1.55406 1.44081 1.3446 1.26254 1.19241 1.13239 1.08086 1.03673 0.999089 0.966965 0.939876 0.917271 0.898587 0.883604 0.871945 0.863285 0.857569 0.854454 0.853889 0.855744 0.859879 0.866259 0.874825 0.885486 0.89828 0.913145 0.930082 0.949154 0.970326 0.993693 1.01931 1.04722 1.07755 1.11046 1.14597 1.18443 1.22592 1.27071 1.31922 1.37165 1.42857 1.49051 1.55801 1.63195 1.71337 1.80329 1.90337 2.01545 2.1417 2.28494 2.44868 2.63708 2.85506 3.10831 3.40248 3.74177 4.12676 4.55138 5 
4 3.64228 3.29961 2.9833 2.69942 2.44959 2.23236 2.04477 1.88322 1.74424 1.62468 1.52168 1.43278 1.35598 1.28951 1.23191 1.18219 1.13926 1.10237 1.07092 1.0443 1.02202 1.0038 0.989173 0.977956 0.969905 0.964794 0.962502 0.962882 0.96581 0.971238 0.979064 0.989268 1.0018 1.01666 1.03382 1.05333 1.07522 1.09951 1.12633 1.15569 1.18774 1.22262 1.26045 1.30146 1.34589 1.39392 1.44602 1.50246 1.56372 1.63045 1.70319 1.78275 1.87021 1.96662 2.07336 2.19231 2.32539 2.47497 2.64393 2.83543 3.05293 3.30008 3.57989 3.89371 4.23987 4.61237 5 
4 3.68816 3.38638 3.10286 2.8429 2.60881 2.40066 2.2171 2.05601 1.91509 1.79207 1.68474 1.59104 1.50921 1.43767 1.37524 1.32078 1.27345 1.23245 1.19716 1.167 1.14154 1.12032 1.10309 1.0895 1.07931 1.07239 1.06846 1.06749 1.0693 1.0738 1.08099 1.09071 1.10303 1.11787 1.13523 1.15519 1.17769 1.20288 1.23079 1.26148 1.29514 1.33183 1.37177 1.41514 1.46217 1.51318 1.56845 1.62842 1.69352 1.76434 1.8415 1.92576 2.01808 2.11952 2.23134 2.35511 2.49254 2.64562 2.81656 3.00762 3.22111 3.45922 3.7233 4.01323 4.32661 4.65824 5 
4 3.72392 3.45487 3.19894 2.96056 2.7421 2.54433 2.36689 2.20863 2.06816 1.94392 1.83424 1.73746 1.65203 1.57681 1.51054 1.4523 1.40136 1.35687 1.31827 1.28511 1.25676 1.23297 1.21338 1.19762 1.18555 1.17693 1.17153 1.16932 1.17008 1.17374 1.18033 1.18961 1.20172 1.21655 1.23407 1.25445 1.27753 1.30354 1.33245 1.36437 1.39948 1.43783 1.47965 1.52516 1.57455 1.6281 1.68625 1.74922 1.81761 1.89192 1.97267 2.06073 2.15686 2.26204 2.37741 2.50429 2.64411 2.79844 2.96896 3.15722 3.36463 3.59238 3.84088 4.10924 4.39506 4.69398 5 
