C h:0.0133333
C GRID SIZE:76
C N:74
0 0.000177778 0.000711111 0.0016 0.00284444 0.00444444 0.0064 0.00871111 0.0113778 0.0144 0.0177778 0.0215111 0.0256 0.0300444 0.0348444 0.04 0.0455111 0.0513778 0.0576 0.0641778 0.0711111 0.0784 0.0860444 0.0940444 0.1024 0.111111 0.120178 0.1296 0.139378 0.149511 0.16 0.170844 0.182044 0.1936 0.205511 0.217778 0.2304 0.243378 0.256711 0.2704 0.284444 0.298844 0.3136 0.328711 0.344178 0.36 0.376178 0.392711 0.4096 0.426844 0.444444 0.4624 0.480711 0.499378 0.5184 0.537778 0.557511 0.5776 0.598044 0.618844 0.64 0.661511 0.683378 0.7056 0.728178 0.751111 0.7744 0.798044 0.822044 0.8464 0.871111 0.896178 0.9216 0.947378 0.973511 1 
4 2.00124 1.21198 0.841728 0.640037 0.516795 0.434963 0.377351 0.335128 0.30334 0.278944 0.260035 0.245342 0.233998 0.225321 0.218899 0.214358 0.211452 0.209942 0.209724 0.210616 0.212542 0.215422 0.219164 0.223739 0.229069 0.235157 0.241904 0.249367 0.257431 0.266142 0.275463 0.285341 0.295857 0.306881 0.318539 0.330713 0.343483 0.356812 0.370688 0.385172 0.400166 0.415798 0.431944 0.448721 0.466072 0.48402 0.502632 0.521834 0.541764 0.562344 0.583691 0.605786 0.628719 0.65251 0.677253 0.703034 0.729916 0.758093 0.78766 0.818862 0.851938 0.887279 0.925282 0.966641 1.01223 1.06331 1.12177 1.19067 1.27495 1.38344 1.53335 1.76172 2.15867 2.97459 5 
4 2.7927 2.0042 1.5133 1.19884 0.987748 0.839289 0.730603 0.648481 0.584879 0.534639 0.494357 0.461788 0.435269 0.413601 0.395926 0.381626 0.370123 0.361075 0.354166 0.349134 0.345778 0.343957 0.343517 0.344327 0.346361 0.349444 0.353604 0.358716 0.364762 0.371704 0.379478 0.388116 0.39751 0.407763 0.41873 0.430533 0.443069 0.456383 0.470493 0.485324 0.501 0.517396 0.534642 0.552667 0.571542 0.591274 0.611887 0.633457 0.655965 0.679565 0.704206 0.730075 0.757196 0.785691 0.81572 0.847425 0.881002 0.916707 0.954876 0.995824 1.04015 1.08846 1.14164 1.20087 1.26784 1.34478 1.43507 1.54388 1.67923 1.85434 2.09208 2.43324 2.95086 3.76605 5 
4 3.16524 2.49874 2.00849 1.65435 1.39607 1.20379 1.05729 0.943334 0.853051 0.780341 0.721014 0.672192 0.63169 0.597892 0.569637 0.546067 0.526382 0.510088 0.496747 0.485999 0.477512 0.471146 0.466606 0.463786 0.462549 0.462746 0.464319 0.467145 0.47121 0.476365 0.482694 0.490014 0.498419 0.50782 0.518195 0.529589 0.541918 0.55523 0.569524 0.584757 0.601011 0.61824 0.636479 0.655793 0.676127 0.697618 0.720228 0.74407 0.769174 0.795661 0.823581 0.853083 0.884311 0.917355 0.952519 0.989943 1.02995 1.0729 1.11925 1.16946 1.22435 1.28479 1.35194 1.42742 1.51345 1.61287 1.72986 1.87051 2.04368 2.2626 2.54752 2.92836 3.44535 4.13858 5 
4 3.36943 2.81696 2.36763 2.01409 1.73837 1.52239 1.35144 1.21454 1.1036 1.0126 0.937198 0.874262 0.821366 0.776615 0.738708 0.706555 0.679255 0.65614 0.636755 0.620531 0.607202 0.59644 0.588008 0.581654 0.577278 0.574678 0.573698 0.574375 0.5764 0.579934 0.584743 0.590866 0.598259 0.606847 0.616657 0.627633 0.639777 0.653086 0.667545 0.68319 0.699989 0.718028 0.737259 0.757772 0.779605 0.802726 0.827357 0.85336 0.881007 0.9103 0.94136 0.974403 1.00953 1.04698 1.08698 1.12989 1.17594 1.22571 1.27967 1.33846 1.403 1.47439 1.55393 1.64352 1.74563 1.86337 2.00103 2.16462 2.36225 2.60488 2.90723 3.28746 3.76355 4.34275 5 
4 3.49546 3.03204 2.63107 2.29609 2.02087 1.79585 1.61153 1.45983 1.33417 1.22922 1.14095 1.06631 1.00282 0.948535 0.902031 0.86217 0.827913 0.798557 0.773514 0.752249 0.734306 0.719461 0.707286 0.697594 0.690231 0.684881 0.681563 0.680017 0.680237 0.682073 0.685509 0.690435 0.696843 0.704674 0.713889 0.724488 0.736437 0.749725 0.76439 0.780378 0.797773 0.816551 0.836759 0.858459 0.881663 0.906466 0.932911 0.961117 0.991115 1.02315 1.05721 1.09359 1.13247 1.174 1.21863 1.26659 1.3183 1.37431 1.43523 1.50172 1.57484 1.65577 1.7459 1.84719 1.96218 2.09388 2.24628 2.42468 2.6357 2.88738 3.18923 3.5509 3.97862 4.46878 5 
4 3.58035 3.18467 2.82862 2.51834 2.25309 2.0285 1.83902 1.67917 1.54398 1.42914 1.33115 1.24723 1.17505 1.1127 1.0588 1.01217 0.971719 0.93673 0.906577 0.880636 0.858486 0.839798 0.824136 0.811321 0.801059 0.793211 0.787546 0.784004 0.782425 0.782682 0.784794 0.788565 0.794021 0.801134 0.809738 0.820012 0.831733 0.845026 0.859877 0.876198 0.894169 0.913664 0.934804 0.95765 0.982168 1.00855 1.03678 1.06699 1.09931 1.13386 1.1708 1.21032 1.25269 1.29807 1.34691 1.39955 1.45637 1.51802 1.58514 1.6584 1.73891 1.82789 1.92671 2.03728 2.162 2.30361 2.46555 2.65213 2.86832 3.11957 3.41146 3.74843 4.13125 4.55368 5 
4 3.64128 3.29768 2.98043 2.69554 2.44454 2.22599 2.03692 1.87391 1.73345 1.61223 1.50734 1.41644 1.3374 1.2685 1.2084 1.15597 1.11014 1.07019 1.03545 1.00533 0.979325 0.957084 0.938259 0.92243 0.909594 0.899295 0.891497 0.886068 0.882746 0.881569 0.882371 0.88505 0.889634 0.895983 0.904098 0.913969 0.92553 0.938807 0.953812 0.970499 0.988961 1.00918 1.0312 1.0551 1.08094 1.10873 1.1387 1.17079 1.20525 1.24223 1.28176 1.32427 1.36982 1.41875 1.47145 1.52828 1.5897 1.65631 1.7288 1.80787 1.89457 1.9901 2.09578 2.21333 2.34494 2.49295 2.66018 2.84993 3.06572 3.31095 3.58861 3.9002 4.24424 4.61459 5 
4 3.6871 3.38436 3.09987 2.83882 2.60346 2.3939 2.20879 2.04617 1.9037 1.77896 1.66963 1.57377 1.48958 1.41553 1.35041 1.29316 1.24277 1.1985 1.15979 1.12591 1.09643 1.07105 1.0492 1.03076 1.01544 1.00293 0.993164 0.985914 0.981025 0.978455 0.978023 0.979699 0.983409 0.989083 0.996697 1.00621 1.01761 1.03088 1.04602 1.06305 1.08197 1.10287 1.12572 1.15063 1.17766 1.20685 1.23837 1.27228 1.3087 1.3479 1.3899 1.43504 1.48359 1.53568 1.59185 1.65244 1.71783 1.78876 1.86583 1.94971 2.04143 2.14211 2.25295 2.37546 2.51151 2.66306 2.83232 3.02169 3.23354 3.4698 3.73182 4.0196 4.33088 4.6604 5 
4 3.72281 3.45277 3.19588 2.95634 2.73652 2.53727 2.35821 2.19837 2.05631 1.93027 1.8185 1.71941 1.63158 1.55369 1.48464 1.42347 1.3693 1.32144 1.27924 1.24209 1.2096 1.1813 1.15685 1.13599 1.1184 1.10391 1.09228 1.08337 1.07704 1.07312 1.07161 1.0723 1.07521 1.08026 1.08736 1.09658 1.10779 1.12104 1.13635 1.15364 1.17307 1.19455 1.21819 1.24406 1.27217 1.30268 1.33564 1.37119 1.40947 1.45064 1.49492 1.54246 1.59363 1.64862 1.70782 1.77168 1.84058 1.91509 1.99594 2.08375 2.1794 2.28393 2.3984 2.52414 2.66264 2.81549 2.98436 3.17097 3.37679 3.60275 3.84926 4.11554 4.39926 4.69609 5 
