0 0.149042 0.294755 0.433884 0.56332 0.680173 0.781831 0.866025 0.930874 0.974928 0.997204 0.997204 0.974928 0.930874 0.866025 0.781831 0.680173 0.56332 0.433884 0.294755 
4 2.13406 1.47526 1.23063 1.14768 1.13426 1.15172 1.18189 1.21499 1.24609 1.27281 1.29512 1.31528 1.33859 1.3758 1.44764 1.59894 1.93739 2.76002 5 
4 2.91207 2.24144 1.86578 1.66242 1.55733 1.50911 1.49474 1.50123 1.52159 1.55284 1.59517 1.65238 1.73254 1.85078 2.03397 2.33047 2.82731 3.66885 5 
4 3.27259 2.71294 2.32852 2.07892 1.92345 1.83265 1.78674 1.77358 1.78626 1.82168 1.8804 1.96647 2.08846 2.26085 2.50695 2.86162 3.37262 4.0881 5 
4 3.46538 3.00913 2.65673 2.40115 2.22505 2.11119 2.04597 2.02021 2.02811 2.06726 2.13823 2.24464 2.3939 2.59734 2.87137 3.23645 3.71341 4.31095 5 
4 3.57969 3.20156 2.88811 2.64412 2.46444 2.34097 2.26589 2.23318 2.23877 2.28103 2.36044 2.47993 2.64495 2.86327 3.14474 3.49936 3.93349 4.44228 5 
4 3.65167 3.32926 3.0503 2.82275 2.64761 2.52241 2.44363 2.40789 2.41289 2.45755 2.54245 2.66957 2.84255 3.066 3.34491 3.68274 4.07885 4.52453 5 
4 3.69784 3.41355 3.16108 2.94892 2.78084 2.65761 2.57845 2.54207 2.54733 2.59388 2.68206 2.81329 2.98955 3.21325 3.48606 3.80779 4.17455 4.57713 5 
4 3.72607 3.46604 3.23154 3.03099 2.86927 2.74882 2.67067 2.6346 2.64058 2.68843 2.7786 2.91186 3.08917 3.31143 3.57835 3.88775 4.23446 4.60947 5 
4 3.74044 3.49294 3.26815 3.07414 2.91633 2.79794 2.72072 2.68527 2.69186 2.74066 2.83198 2.96631 3.14395 3.36502 3.6282 3.93048 4.26607 4.6264 5 
4 3.74267 3.49718 3.27393 3.08102 2.92393 2.80593 2.72904 2.69387 2.70092 2.7503 2.84233 2.97735 3.15547 3.37657 3.6391 3.93985 4.27304 4.63011 5 
4 3.73304 3.4791 3.24936 3.05203 2.89225 2.77293 2.6955 2.66034 2.6676 2.71729 2.80968 2.94517 3.12414 3.34674 3.61189 3.91684 4.25609 4.62108 5 
4 3.71035 3.43684 3.19236 2.98532 2.81999 2.69803 2.6197 2.58445 2.59183 2.64157 2.73386 2.86944 3.04927 3.27437 3.54496 3.85949 4.2135 4.59817 5 
4 3.67147 3.3655 3.09793 2.87679 2.70425 2.57955 2.50079 2.466 2.47371 2.52321 2.61473 2.74936 2.92914 3.15657 3.43408 3.76273 4.14021 4.55816 5 
4 3.61008 3.25578 2.95707 2.7195 2.54057 2.41514 2.338 2.30517 2.31385 2.36286 2.45239 2.5841 2.76133 2.98868 3.27208 3.61713 4.02647 4.4944 5 
4 3.51289 3.09047 2.75519 2.50354 2.32334 2.2024 2.13104 2.10285 2.11375 2.16199 2.24777 2.37333 2.54328 2.76483 3.04851 3.4073 3.85416 4.39288 5 
4 3.35092 2.83798 2.46972 2.21614 2.04682 1.93992 1.88103 1.86147 1.87641 1.92361 2.00336 2.11815 2.27355 2.47896 2.74982 3.10945 3.58984 4.22299 5 
4 3.05271 2.44076 2.06965 1.84434 1.70793 1.62933 1.59166 1.58572 1.60676 1.65277 1.72384 1.82244 1.95375 2.12773 2.36242 2.6907 3.17279 3.90914 5 
4 2.41908 1.80281 1.52375 1.38354 1.31117 1.27778 1.27056 1.28303 1.31222 1.3568 1.41689 1.49395 1.59131 1.71587 1.88129 2.11815 2.5014 3.24097 5 
0.818594 0.820862 0.827664 0.839002 0.854875 0.875283 0.900227 0.929705 0.963719 1.00227 1.04535 1.09297 1.14512 1.20181 1.26304 1.3288 1.39909 1.47392 1.55329 1.63719 
