0 0.239316 0.464723 0.663123 0.822984 0.935016 0.992709 0.992709 0.935016 0.822984 0.663123 0.464723 
4 2.20327 1.61012 1.42484 1.39362 1.42626 1.49167 1.58992 1.75403 2.08352 2.86437 5 
4 2.9637 2.34768 2.03259 1.90049 1.88485 1.9579 2.12135 2.40776 2.89277 3.71086 5 
4 3.3039 2.78443 2.45751 2.29108 2.25497 2.33394 2.53003 2.86304 3.36903 4.08638 5 
4 3.46756 3.0288 2.72217 2.55163 2.51029 2.59317 2.80205 3.14557 3.63408 4.26573 5 
4 3.53764 3.14123 2.851 2.68329 2.64176 2.72674 2.93975 3.28338 3.7562 4.34253 5 
4 3.54187 3.14769 2.85762 2.68911 2.64711 2.73265 2.94717 3.2923 3.76503 4.34831 5 
4 3.48225 3.05027 2.74295 2.56877 2.52529 2.60998 2.82435 3.1739 3.6635 4.28579 5 
4 3.33695 2.82837 2.49543 2.31805 2.27567 2.35797 2.56668 2.91572 3.42948 4.13146 5 
4 3.03728 2.43098 2.09258 1.9326 1.90164 1.97983 2.16896 2.49303 3.00742 3.81064 5 
4 2.38124 1.76582 1.51147 1.41833 1.41868 1.49097 1.63648 1.88019 2.29664 3.10373 5 
0.715976 0.721893 0.739645 0.769231 0.810651 0.863905 0.928994 1.00592 1.09467 1.19527 1.30769 1.43195 
