C h:0.0169492
C GRID SIZE:60
C N:58
0 0.000287274 0.0011491 0.00258546 0.00459638 0.00718184 0.0103419 0.0140764 0.0183855 0.0232692 0.0287274 0.0347601 0.0413674 0.0485493 0.0563057 0.0646366 0.0735421 0.0830221 0.0930767 0.103706 0.11491 0.126688 0.139041 0.151968 0.16547 0.179546 0.194197 0.209423 0.225223 0.241597 0.258546 0.27607 0.294168 0.312841 0.332088 0.35191 0.372307 0.393278 0.414823 0.436943 0.459638 0.482907 0.506751 0.531169 0.556162 0.581729 0.607871 0.634588 0.661879 0.689744 0.718184 0.747199 0.776788 0.806952 0.83769 0.869003 0.900891 0.933352 0.966389 1 
4 2.00178 1.21325 0.843997 0.643481 0.521547 0.441221 0.38536 0.345118 0.31551 0.293534 0.277283 0.265488 0.257269 0.251999 0.24922 0.248594 0.249865 0.252834 0.257343 0.263266 0.270501 0.278966 0.288598 0.299346 0.311172 0.32405 0.337959 0.352888 0.368828 0.385773 0.403719 0.422666 0.442619 0.463593 0.485614 0.508718 0.532956 0.558381 0.585055 0.613046 0.642439 0.67335 0.705946 0.740445 0.777129 0.816337 0.858501 0.904211 0.954334 1.01018 1.0737 1.14791 1.23771 1.35192 1.50775 1.74224 2.14556 2.96805 5 
4 2.79364 2.00632 1.5168 1.20384 0.994339 0.84766 0.741024 0.661183 0.600073 0.552574 0.515316 0.486003 0.463017 0.445185 0.431646 0.42175 0.415006 0.411032 0.409527 0.410251 0.41301 0.417648 0.42404 0.432086 0.441709 0.452852 0.465471 0.479539 0.495039 0.511963 0.530311 0.550088 0.571309 0.594003 0.618212 0.644002 0.67146 0.700693 0.73183 0.765016 0.800427 0.838284 0.87888 0.922615 0.970013 1.02175 1.07868 1.14193 1.21308 1.29443 1.38943 1.50324 1.64387 1.82449 2.06794 2.41488 2.93833 3.75983 5 
4 3.16658 2.50162 2.01306 1.66069 1.40426 1.21402 1.06987 0.958484 0.870982 0.801337 0.745381 0.700175 0.663593 0.634069 0.610423 0.591758 0.577387 0.566774 0.559493 0.555205 0.553637 0.554567 0.557814 0.563236 0.570719 0.580176 0.591543 0.604776 0.619849 0.636751 0.655486 0.676067 0.698521 0.722888 0.749229 0.777632 0.808213 0.841127 0.876563 0.914745 0.955934 1.00045 1.0487 1.10121 1.1587 1.2221 1.29262 1.3718 1.46172 1.56527 1.68664 1.83197 2.01014 2.23434 2.5246 2.91087 3.43332 4.13261 5 
4 3.3711 2.82048 2.37309 2.02155 1.74793 1.53427 1.36595 1.23191 1.12404 1.03641 0.964713 0.905747 0.857142 0.817101 0.784246 0.757507 0.736051 0.719224 0.706503 0.697472 0.69179 0.68918 0.689418 0.692323 0.697751 0.705589 0.715753 0.728184 0.742848 0.75973 0.778835 0.800186 0.823821 0.849795 0.878185 0.909095 0.942668 0.979092 1.0186 1.06149 1.1081 1.15884 1.21421 1.27483 1.34155 1.41544 1.49795 1.59089 1.6966 1.81818 1.9599 2.12775 2.33002 2.57781 2.88552 3.27097 3.75216 4.33705 5 
4 3.49741 3.03607 2.63724 2.30445 2.03158 1.80915 1.62773 1.47915 1.35683 1.25556 1.1713 1.10097 1.04214 0.992968 0.951974 0.917999 0.890122 0.867609 0.849871 0.836433 0.826906 0.820972 0.818373 0.818897 0.822375 0.828676 0.837697 0.849368 0.863643 0.880506 0.899962 0.92204 0.94679 0.97428 1.0046 1.03789 1.07428 1.114 1.15732 1.20457 1.25615 1.31256 1.37437 1.44227 1.51717 1.60021 1.6929 1.79716 1.91544 2.05077 2.20707 2.38946 2.6047 2.86113 3.16819 3.53505 3.96784 4.46337 5 
4 3.58253 3.18912 2.83536 2.52746 2.26477 2.04302 1.85666 1.70016 1.56856 1.45766 1.36396 1.28465 1.21749 1.16065 1.11268 1.07239 1.03884 1.01124 0.988967 0.971514 0.958458 0.949456 0.944223 0.942528 0.944183 0.949042 0.95699 0.967946 0.981858 0.998704 1.01849 1.04124 1.06703 1.09593 1.12805 1.16353 1.20255 1.24532 1.29214 1.34336 1.39943 1.46089 1.52837 1.60261 1.68454 1.7753 1.87634 1.98953 2.11721 2.2622 2.42789 2.61838 2.83859 3.09421 3.39092 3.73292 4.12084 4.54848 5 
4 3.64363 3.30247 2.98764 2.7053 2.45704 2.24151 2.05576 1.8963 1.75964 1.64256 1.54221 1.4562 1.3825 1.31946 1.26568 1.22004 1.18158 1.14953 1.12325 1.10221 1.08597 1.07418 1.06655 1.06281 1.06279 1.06631 1.07326 1.08356 1.09713 1.11396 1.13405 1.15743 1.18417 1.21436 1.24813 1.28561 1.32702 1.37256 1.42255 1.47734 1.53739 1.60326 1.6756 1.7552 1.84297 1.94 2.04764 2.16756 2.30183 2.45293 2.6237 2.81728 3.03704 3.28648 3.56864 3.88501 4.23407 4.60952 5 
4 3.68957 3.38937 3.10744 2.84906 2.6166 2.41022 2.2286 2.0697 1.9312 1.81075 1.70616 1.61544 1.53687 1.46899 1.41055 1.36049 1.3179 1.28204 1.25228 1.22809 1.20903 1.19476 1.18496 1.17938 1.17783 1.18014 1.18618 1.19586 1.20913 1.22595 1.24632 1.27027 1.29788 1.32924 1.36448 1.40377 1.4473 1.49532 1.54812 1.60606 1.66958 1.73923 1.81566 1.89965 1.99208 2.09398 2.20657 2.33126 2.4698 2.6242 2.79673 2.98975 3.20551 3.44595 3.71236 4.00475 4.32092 4.65541 5 
4 3.72535 3.45793 3.20365 2.96688 2.75009 2.55415 2.37872 2.22274 2.08476 1.96314 1.85625 1.76254 1.68058 1.60912 1.54706 1.49345 1.44748 1.40844 1.37572 1.34882 1.32732 1.31086 1.29914 1.29193 1.289 1.29022 1.29543 1.30456 1.31755 1.33435 1.35498 1.37945 1.40784 1.44025 1.4768 1.51768 1.56308 1.61326 1.6685 1.72915 1.79564 1.86848 1.94827 2.03575 2.13175 2.23724 2.35326 2.48104 2.62194 2.77752 2.94948 3.13951 3.3491 3.5792 3.83008 4.10095 4.38947 4.69117 5 
