0 0.0310999 0.0621696 0.0931793 0.124099 0.154898 0.185548 0.216018 0.246279 0.276302 0.306057 0.335517 0.364652 0.393434 0.421835 0.449828 0.477387 0.504483 0.531091 0.557186 0.582741 0.607733 0.632136 0.655929 0.679086 0.701587 0.723409 0.744531 0.764933 0.784594 0.803497 0.821622 0.838953 0.855472 0.871163 0.886011 0.900003 0.913123 0.92536 0.936702 0.947138 0.956658 0.965252 0.972912 0.979631 0.985402 0.99022 0.99408 0.996978 0.998912 0.999879 0.999879 0.998912 0.996978 0.99408 0.99022 0.985402 0.979631 0.972912 0.965252 0.956658 0.947138 0.936702 0.92536 0.913123 0.900003 0.886011 0.871163 0.855472 0.838953 0.821622 0.803497 0.784594 0.764933 0.744531 0.723409 0.701587 0.679086 0.655929 0.632136 0.607733 0.582741 0.557186 0.531091 0.504483 0.477387 0.449828 0.421835 0.393434 0.364652 0.335517 0.306057 0.276302 0.246279 0.216018 0.185548 0.154898 0.124099 0.0931793 0.0621696 
4 2.03025 1.26986 0.928191 0.754701 0.659199 0.604652 0.573858 0.557928 0.551845 0.552573 0.558163 0.567305 0.579084 0.592838 0.608076 0.624424 0.641587 0.659334 0.677477 0.69586 0.714354 0.73285 0.751252 0.769481 0.787465 0.805141 0.822453 0.839352 0.855791 0.871732 0.887136 0.90197 0.916203 0.929808 0.942758 0.95503 0.966602 0.977455 0.987572 0.996935 1.00553 1.01335 1.02037 1.02659 1.032 1.03659 1.04036 1.04331 1.04542 1.04669 1.04714 1.04675 1.04553 1.04349 1.04063 1.03695 1.03246 1.02718 1.02111 1.01427 1.00668 0.998335 0.98927 0.979501 0.96905 0.957942 0.946203 0.933864 0.920958 0.907521 0.893592 0.879218 0.864448 0.849337 0.83395 0.818357 0.80264 0.786895 0.771229 0.755773 0.74068 0.726135 0.712364 0.699646 0.688338 0.678895 0.671917 0.668215 0.668911 0.675617 0.69073 0.717994 0.763595 0.8385 0.963939 1.18562 1.61488 2.561 5 
4 2.82003 2.05883 1.59504 1.30733 1.12256 1.00002 0.916858 0.859755 0.820608 0.794259 0.777291 0.767357 0.762797 0.762398 0.765259 0.770689 0.778154 0.787231 0.797578 0.80892 0.821028 0.83371 0.846806 0.860179 0.87371 0.887297 0.90085 0.914291 0.92755 0.940566 0.953283 0.965652 0.977628 0.989172 1.00025 1.01082 1.02087 1.03035 1.03926 1.04757 1.05525 1.0623 1.06869 1.07443 1.07948 1.08386 1.08754 1.09053 1.09282 1.0944 1.09529 1.09548 1.09498 1.09378 1.09191 1.08936 1.08615 1.08229 1.0778 1.0727 1.06701 1.06074 1.05393 1.04661 1.0388 1.03055 1.02189 1.01287 1.00353 0.993948 0.984171 0.974273 0.964337 0.954453 0.944728 0.935281 0.926253 0.917807 0.910138 0.903475 0.898095 0.894332 0.892601 0.89342 0.897441 0.905511 0.918738 0.93861 0.967174 1.00732 1.06326 1.14136 1.25161 1.41045 1.64609 2.00877 2.58879 3.53594 5 
4 3.19108 2.55039 2.08582 1.75704 1.52372 1.35605 1.23383 1.14366 1.07661 1.0266 0.989423 0.962079 0.942392 0.928746 0.919919 0.91497 0.913162 0.913909 0.916741 0.921272 0.927185 0.934217 0.942145 0.950781 0.959963 0.969551 0.979425 0.989478 0.99962 1.00977 1.01985 1.0298 1.03956 1.04907 1.05831 1.06721 1.07576 1.0839 1.09162 1.09889 1.10568 1.11197 1.11775 1.12301 1.12772 1.13188 1.13548 1.13852 1.14098 1.14288 1.14421 1.14497 1.14517 1.14481 1.14392 1.14249 1.14054 1.13809 1.13516 1.13178 1.12796 1.12374 1.11916 1.11425 1.10904 1.1036 1.09798 1.09222 1.08641 1.08061 1.07491 1.06941 1.06421 1.05945 1.05526 1.05182 1.04931 1.04797 1.04807 1.04992 1.05391 1.06052 1.07031 1.08401 1.10251 1.12699 1.15893 1.20033 1.25387 1.32324 1.41364 1.53257 1.69105 1.90561 2.2012 2.61459 3.19559 3.99396 5 
4 3.39389 2.86586 2.44084 2.11131 1.85926 1.66665 1.51877 1.40448 1.3156 1.24615 1.19176 1.14919 1.11599 1.09032 1.07075 1.05617 1.04567 1.03856 1.03426 1.0323 1.03229 1.03389 1.03684 1.04091 1.04588 1.05159 1.05789 1.06465 1.07176 1.07911 1.08662 1.0942 1.1018 1.10934 1.11677 1.12405 1.13112 1.13795 1.14451 1.15076 1.15667 1.16223 1.16741 1.1722 1.17658 1.18053 1.18405 1.18714 1.18979 1.19199 1.19376 1.19508 1.19598 1.19646 1.19652 1.19619 1.19549 1.19443 1.19303 1.19134 1.18937 1.18717 1.18477 1.18222 1.17958 1.1769 1.17424 1.17168 1.16931 1.16721 1.16549 1.16427 1.16369 1.1639 1.16508 1.16745 1.17123 1.17673 1.18427 1.19425 1.20715 1.22354 1.24414 1.26981 1.30164 1.34101 1.38967 1.44991 1.52474 1.61813 1.73551 1.88424 2.07441 2.31977 2.63849 3.05281 3.585 4.24431 5 
4 3.51863 3.07834 2.70038 2.38814 2.13537 1.93256 1.77016 1.63993 1.5352 1.45069 1.38234 1.32697 1.28212 1.24586 1.21667 1.19332 1.17486 1.16047 1.14951 1.14145 1.13584 1.13229 1.1305 1.13019 1.13113 1.13311 1.13597 1.13955 1.14373 1.14837 1.15339 1.15868 1.16417 1.16979 1.17547 1.18116 1.1868 1.19236 1.19778 1.20304 1.20811 1.21295 1.21755 1.22188 1.22593 1.22969 1.23314 1.23628 1.23911 1.24162 1.24382 1.2457 1.24728 1.24858 1.24959 1.25034 1.25086 1.25116 1.25127 1.25123 1.25107 1.25084 1.25058 1.25035 1.2502 1.25021 1.25045 1.25101 1.25198 1.25347 1.25561 1.25853 1.26241 1.26741 1.27376 1.28168 1.29148 1.30347 1.31806 1.33568 1.3569 1.38238 1.41291 1.44946 1.49324 1.54575 1.60885 1.68494 1.77704 1.88906 2.02604 2.19446 2.40258 2.66056 2.98017 3.37318 3.84728 4.39829 5 
4 3.6023 3.22852 2.89424 2.60551 2.36157 2.15808 1.98941 1.84994 1.7346 1.63913 1.55998 1.49429 1.43971 1.39439 1.35679 1.32567 1.30003 1.27901 1.26194 1.24823 1.23739 1.22902 1.22276 1.21831 1.21541 1.21384 1.21341 1.21395 1.2153 1.21735 1.21996 1.22304 1.2265 1.23027 1.23425 1.2384 1.24266 1.24698 1.2513 1.25561 1.25985 1.264 1.26803 1.27192 1.27566 1.27923 1.28262 1.28582 1.28883 1.29164 1.29426 1.29669 1.29895 1.30104 1.30299 1.3048 1.30651 1.30814 1.30973 1.3113 1.31291 1.3146 1.31642 1.31844 1.32073 1.32335 1.3264 1.32997 1.33417 1.33913 1.34499 1.35189 1.36004 1.36962 1.38088 1.39409 1.40956 1.42766 1.44882 1.47355 1.50243 1.53619 1.57567 1.62191 1.67614 1.7399 1.81507 1.90396 2.00943 2.13503 2.28513 2.465 2.68088 2.93972 3.24846 3.61246 4.03265 4.50158 5 
4 3.66208 3.33922 3.04258 2.77813 2.54736 2.34883 2.17952 2.03585 1.9142 1.8113 1.72423 1.65053 1.58812 1.53526 1.49049 1.45262 1.42063 1.39369 1.37108 1.35221 1.33656 1.32371 1.31328 1.30495 1.29844 1.29352 1.28997 1.28761 1.28628 1.28584 1.28615 1.28711 1.28863 1.2906 1.29296 1.29563 1.29855 1.30167 1.30494 1.30832 1.31176 1.31524 1.31873 1.32221 1.32565 1.32904 1.33237 1.33563 1.33881 1.34193 1.34497 1.34794 1.35086 1.35373 1.35659 1.35944 1.36231 1.36524 1.36826 1.3714 1.37473 1.37829 1.38213 1.38633 1.39096 1.39611 1.40187 1.40835 1.41566 1.42394 1.43335 1.44406 1.45627 1.47019 1.48609 1.50426 1.52504 1.54882 1.57606 1.60728 1.64312 1.6843 1.73171 1.78637 1.84953 1.92267 2.00758 2.1064 2.2217 2.35652 2.51445 2.69954 2.91624 3.16898 3.46148 3.79553 4.16928 4.57536 5 
4 3.70682 3.42372 3.15877 2.91709 2.70095 2.5104 2.34405 2.19977 2.07512 1.96768 1.87517 1.79556 1.72705 1.66809 1.61737 1.57375 1.53627 1.50411 1.47656 1.45304 1.43302 1.41606 1.40178 1.38985 1.37998 1.37191 1.36543 1.36034 1.35646 1.35366 1.35179 1.35073 1.35038 1.35065 1.35144 1.35269 1.35434 1.35631 1.35857 1.36105 1.36373 1.36657 1.36954 1.37262 1.37577 1.379 1.38227 1.3856 1.38896 1.39237 1.39582 1.39932 1.40288 1.40652 1.41026 1.41412 1.41813 1.42231 1.42672 1.4314 1.43639 1.44175 1.44754 1.45385 1.46075 1.46832 1.47668 1.48594 1.49622 1.50768 1.52047 1.53478 1.55082 1.56883 1.58907 1.61187 1.63756 1.66656 1.69933 1.73643 1.77848 1.82621 1.8805 1.94235 2.01295 2.09369 2.18619 2.29238 2.41445 2.55492 2.7166 2.90248 3.11556 3.35849 3.63296 3.93892 4.27357 4.63058 5 
4 3.74152 3.49011 3.25172 3.03056 2.829 2.6478 2.48655 2.34411 2.21889 2.10919 2.01329 1.92955 1.85648 1.79277 1.73722 1.68882 1.64667 1.60999 1.57811 1.55045 1.5265 1.50582 1.48803 1.47279 1.4598 1.44881 1.43959 1.43194 1.42567 1.42064 1.4167 1.41373 1.41162 1.41026 1.40957 1.40947 1.40989 1.41077 1.41205 1.41369 1.41564 1.41787 1.42034 1.42303 1.42592 1.42899 1.43222 1.43561 1.43916 1.44285 1.44671 1.45072 1.45491 1.4593 1.46389 1.46873 1.47383 1.47924 1.485 1.49114 1.49774 1.50484 1.51251 1.52084 1.5299 1.5398 1.55065 1.56255 1.57566 1.59012 1.60611 1.62381 1.64345 1.66527 1.68955 1.7166 1.7468 1.78055 1.81832 1.86065 1.90817 1.9616 2.02176 2.08961 2.16625 2.25294 2.35114 2.46249 2.58881 2.73213 2.89455 3.07821 3.28504 3.51645 3.77295 4.0536 4.35548 4.6734 5 
