0 0.0407886 0.0815093 0.122094 0.162476 0.202588 0.242362 0.281733 0.320634 0.359003 0.396773 0.433884 0.470272 0.505877 0.540641 0.574504 0.607412 0.639308 0.670141 0.699858 0.72841 0.75575 0.781831 0.806612 0.83005 0.852107 0.872745 0.891931 0.909632 0.925819 0.940465 0.953546 0.96504 0.974928 0.983193 0.989821 0.994803 0.998128 0.999792 0.999792 0.998128 0.994803 0.989821 0.983193 0.974928 0.96504 0.953546 0.940465 0.925819 0.909632 0.891931 0.872745 0.852107 0.83005 0.806612 0.781831 0.75575 0.72841 0.699858 0.670141 0.639308 0.607412 0.574504 0.540641 0.505877 0.470272 0.433884 0.396773 0.359003 0.320634 0.281733 0.242362 0.202588 0.162476 0.122094 0.0815093 
4 2.03694 1.28322 0.948164 0.781202 0.692112 0.643833 0.619133 0.609095 0.608672 0.614801 0.625504 0.639447 0.655687 0.673539 0.692485 0.712129 0.732154 0.752308 0.772382 0.792203 0.811624 0.830518 0.848779 0.86631 0.883031 0.898869 0.913759 0.927646 0.94048 0.952219 0.962825 0.972266 0.980516 0.987551 0.993355 0.997914 1.00122 1.00327 1.00406 1.0036 1.00189 0.998958 0.99481 0.989471 0.982971 0.975342 0.966623 0.95686 0.946105 0.934417 0.921866 0.908529 0.894497 0.879875 0.864782 0.849362 0.83378 0.818237 0.802974 0.788289 0.774554 0.762243 0.751975 0.744579 0.741197 0.743456 0.75377 0.775894 0.816014 0.885082 1.00427 1.21915 1.64063 2.57684 5 
4 2.82378 2.0663 1.6062 1.32213 1.14092 1.02183 0.941998 0.888078 0.851946 0.828423 0.81407 0.806523 0.804098 0.805566 0.810007 0.816713 0.825133 0.834828 0.845444 0.85669 0.868327 0.880152 0.891995 0.903712 0.915177 0.926285 0.936943 0.947072 0.956603 0.965478 0.973646 0.981067 0.987705 0.993532 0.998528 1.00268 1.00597 1.00841 1.00999 1.01072 1.01062 1.00971 1.00802 1.00558 1.00243 0.998626 0.99422 0.989284 0.983895 0.978146 0.972143 0.96601 0.95989 0.953953 0.948397 0.943459 0.939424 0.936635 0.935515 0.936591 0.940527 0.948177 0.96066 0.979473 1.00667 1.04514 1.09911 1.17492 1.28256 1.4384 1.67057 2.02915 2.6041 3.54463 5 
4 3.19191 2.55206 2.08831 1.76032 1.52774 1.36075 1.23914 1.14949 1.08285 1.03313 0.996113 0.968778 0.948938 0.934965 0.925624 0.919963 0.917234 0.916841 0.918305 0.921233 0.925302 0.930242 0.935827 0.941865 0.948195 0.954677 0.961193 0.967642 0.973938 0.980007 0.985788 0.99123 0.996291 1.00094 1.00515 1.0089 1.01219 1.01501 1.01738 1.01929 1.02078 1.02187 1.0226 1.02301 1.02316 1.02311 1.02295 1.02275 1.02263 1.0227 1.02311 1.02403 1.02564 1.02817 1.0319 1.03714 1.04429 1.05381 1.06629 1.08244 1.10317 1.12964 1.16335 1.20629 1.26114 1.33159 1.42282 1.54231 1.70105 1.91552 2.21057 2.62287 3.20201 3.9976 5 
4 3.39186 2.86182 2.43479 2.10325 1.84917 1.65452 1.50457 1.38818 1.29715 1.2255 1.16885 1.12395 1.08835 1.06019 1.03805 1.02079 1.00753 0.997553 0.990279 0.985233 0.982024 0.980324 0.979859 0.980399 0.981747 0.983737 0.986227 0.989096 0.992243 0.995581 0.999037 1.00255 1.00608 1.00958 1.01302 1.0164 1.01969 1.0229 1.02603 1.02911 1.03215 1.03521 1.03831 1.04151 1.04489 1.04852 1.0525 1.05693 1.06194 1.06768 1.07433 1.08208 1.09117 1.10189 1.11456 1.12957 1.14741 1.16864 1.19396 1.22425 1.26058 1.30433 1.35725 1.42161 1.50039 1.59759 1.71858 1.87071 2.06403 2.31225 2.63346 3.04983 3.58352 4.24379 5 
4 3.51379 3.06869 2.68594 2.36893 2.11142 1.90388 1.73678 1.60187 1.49247 1.40331 1.33032 1.27032 1.22085 1.17998 1.14619 1.11826 1.09521 1.07626 1.06075 1.04815 1.03801 1.02997 1.02371 1.01896 1.01552 1.01318 1.01178 1.01119 1.01129 1.01198 1.01318 1.01483 1.01687 1.01926 1.02197 1.02498 1.02828 1.03187 1.03577 1.03998 1.04455 1.04952 1.05494 1.06087 1.06739 1.07459 1.08259 1.09151 1.10149 1.11271 1.12537 1.1397 1.15598 1.17452 1.19571 1.21999 1.24791 1.28011 1.31738 1.36068 1.41122 1.47045 1.54026 1.623 1.72168 1.8402 1.98357 2.15823 2.3724 2.6362 2.96135 3.35957 3.83852 4.39404 5 
4 3.5947 3.21335 2.87155 2.57535 2.32399 2.11315 1.93719 1.79049 1.66802 1.56548 1.47936 1.40677 1.34541 1.29339 1.2492 1.21161 1.1796 1.15235 1.12917 1.10949 1.09283 1.07878 1.06702 1.05724 1.04921 1.04273 1.0376 1.03368 1.03085 1.029 1.02804 1.02789 1.0285 1.02982 1.03182 1.03449 1.0378 1.04177 1.04641 1.05173 1.05779 1.06462 1.07228 1.08085 1.09041 1.10107 1.11295 1.12619 1.14096 1.15744 1.17586 1.19648 1.21959 1.24555 1.27477 1.30775 1.34506 1.3874 1.43561 1.4907 1.5539 1.62671 1.711 1.80905 1.9237 2.05847 2.21769 2.40662 2.63144 2.89905 3.21638 3.58873 4.01703 4.49385 5 
4 3.65176 3.31863 3.01179 2.7372 2.4964 2.28792 2.10879 1.9554 1.82419 1.71186 1.61552 1.53272 1.46138 1.39977 1.34647 1.30026 1.26017 1.22535 1.1951 1.16885 1.1461 1.12643 1.10947 1.09494 1.08257 1.07214 1.06346 1.05637 1.05074 1.04645 1.04341 1.04154 1.04078 1.04108 1.04241 1.04475 1.04808 1.05242 1.05778 1.06419 1.07168 1.08031 1.09014 1.10125 1.11375 1.12773 1.14334 1.16072 1.18006 1.20156 1.22545 1.25202 1.28158 1.31451 1.35124 1.39229 1.43826 1.48986 1.54795 1.61354 1.68784 1.77232 1.86873 1.97919 2.10623 2.25286 2.42262 2.61956 2.84805 3.1125 3.41659 3.76209 4.14712 4.56434 5 
4 3.69384 3.39782 3.12003 2.86561 2.63686 2.43382 2.25515 2.09872 1.96212 1.84293 1.7389 1.64801 1.56847 1.49877 1.43759 1.38382 1.33651 1.29486 1.25819 1.22591 1.19752 1.17261 1.15081 1.13181 1.11535 1.10119 1.08914 1.07905 1.07075 1.06414 1.05913 1.05562 1.05355 1.05288 1.05357 1.0556 1.05897 1.06367 1.06973 1.07718 1.08606 1.09642 1.10833 1.12189 1.13719 1.15436 1.17352 1.19485 1.21854 1.24479 1.27385 1.30602 1.34162 1.38104 1.42472 1.47319 1.52705 1.58701 1.65391 1.72872 1.81261 1.90694 2.01329 2.13355 2.26988 2.42476 2.60096 2.80143 3.02912 3.28665 3.57567 3.89609 4.24511 4.6164 5 
4 3.72592 3.45899 3.20518 2.96873 2.75203 2.55586 2.37985 2.22286 2.08335 1.95963 1.85 1.75284 1.6667 1.59027 1.52239 1.46205 1.40839 1.36064 1.31816 1.28039 1.24684 1.2171 1.1908 1.16764 1.14735 1.12969 1.11448 1.10154 1.09073 1.08193 1.07504 1.06997 1.06667 1.06508 1.06517 1.06692 1.07032 1.07538 1.08212 1.09056 1.10077 1.11279 1.1267 1.14259 1.16057 1.18076 1.2033 1.22837 1.25616 1.28688 1.32079 1.35819 1.39941 1.44483 1.49489 1.55012 1.61111 1.67854 1.7532 1.83602 1.92806 2.03056 2.14491 2.27273 2.4158 2.57608 2.75566 2.95662 3.18083 3.42968 3.70362 4.00169 4.32095 4.65617 5 
