0 0.0848059 0.169001 0.251978 0.33314 0.411901 0.487695 0.559975 0.62822 0.691939 0.750672 0.803997 0.851529 0.892926 0.927889 0.956167 0.977555 0.9919 0.999099 0.999099 0.9919 0.977555 0.956167 0.927889 0.892926 0.851529 0.803997 0.750672 0.691939 0.62822 0.559975 0.487695 0.411901 0.33314 0.251978 0.169001 
4 2.07994 1.36866 1.07479 0.948013 0.897028 0.884731 0.893494 0.913844 0.940583 0.970278 1.00063 1.03016 1.05769 1.08238 1.10365 1.12107 1.13435 1.14336 1.14809 1.14864 1.14528 1.13845 1.12876 1.11711 1.10475 1.09344 1.08577 1.08571 1.09961 1.13858 1.2238 1.40041 1.77779 2.65913 5 
4 2.86551 2.14991 1.73054 1.48628 1.34341 1.26074 1.21533 1.19338 1.18653 1.18946 1.19848 1.21107 1.22552 1.24052 1.25514 1.26881 1.28114 1.29192 1.30121 1.30923 1.31643 1.32351 1.33153 1.34195 1.35684 1.37917 1.41324 1.46547 1.54591 1.67094 1.8685 2.18809 2.71847 3.60673 5 
4 3.23332 2.63475 2.21154 1.92333 1.72935 1.59954 1.51349 1.45757 1.42262 1.40242 1.39263 1.39017 1.39283 1.39905 1.40769 1.418 1.42952 1.44207 1.45569 1.4707 1.48772 1.50766 1.53189 1.56229 1.6015 1.65317 1.72251 1.817 1.94762 2.13078 2.39111 2.76492 3.30126 4.0493 5 
4 3.43285 2.94416 2.55772 2.2662 2.05131 1.89471 1.78169 1.70089 1.64397 1.60496 1.57941 1.56404 1.55652 1.55509 1.55851 1.56594 1.57689 1.59114 1.60879 1.63021 1.65611 1.68757 1.72612 1.77387 1.8337 1.90952 2.00666 2.13242 2.29681 2.51341 2.8002 3.17917 3.67235 4.28921 5 
4 3.55473 3.15088 2.809 2.53232 2.31473 2.14634 2.0176 1.92028 1.84752 1.79412 1.75605 1.73016 1.71415 1.70629 1.70531 1.71034 1.7209 1.73678 1.75807 1.7852 1.81893 1.86038 1.91115 1.97338 2.04994 2.14459 2.26223 2.40926 2.59379 2.82584 3.11708 3.47916 3.9198 4.43522 5 
4 3.63576 3.29574 2.99505 2.73966 2.52888 2.35828 2.22216 2.11497 2.03165 1.96794 1.92044 1.8864 1.86366 1.85063 1.84611 1.84927 1.85962 1.877 1.90152 1.9336 1.97401 2.02386 2.0847 2.15856 2.2481 2.35666 2.48845 2.64861 2.84321 3.07909 3.3631 3.70056 4.09253 4.53191 5 
4 3.69286 3.40119 3.13577 2.90244 2.70294 2.53574 2.39786 2.28584 2.19613 2.12555 2.07135 2.03126 2.00344 1.98644 1.9792 1.98098 1.99132 2.01008 2.0374 2.07368 2.11965 2.17636 2.24522 2.32808 2.42723 2.54552 2.68631 2.85349 3.05134 3.28417 3.55561 3.86744 4.2179 4.5999 5 
4 3.73502 3.48039 3.24425 3.03146 2.84462 2.68384 2.54773 2.4344 2.34151 2.26678 2.20817 2.16387 2.13237 2.11247 2.10325 2.10408 2.11457 2.1346 2.16431 2.20408 2.25456 2.31671 2.39177 2.48132 2.58727 2.7119 2.85777 3.02768 3.22447 3.45061 3.70772 3.99569 4.31178 4.64981 5 
4 3.76702 3.5414 3.32924 3.13467 2.96032 2.80716 2.67486 2.56247 2.46867 2.39189 2.33067 2.28367 2.24971 2.22782 2.21726 2.21752 2.22827 2.24943 2.28114 2.32374 2.3778 2.44415 2.52384 2.61817 2.72866 2.85704 3.00519 3.175 3.36821 3.58607 3.82895 4.09583 4.38374 4.68757 5 
4 3.7918 3.58906 3.39656 3.21768 3.05493 2.90962 2.78208 2.67202 2.57877 2.50141 2.43893 2.39039 2.35494 2.33181 2.32045 2.32044 2.33155 2.35372 2.38708 2.43193 2.48876 2.55826 2.64129 2.73887 2.85215 2.98241 3.13093 3.29892 3.48729 3.69649 3.92618 4.17491 4.43984 4.71674 5 
4 3.81128 3.62668 3.45018 3.28456 3.13211 2.9943 2.87181 2.76477 2.673 2.59602 2.53324 2.48403 2.4478 2.42402 2.41226 2.41223 2.42376 2.44681 2.48152 2.52813 2.58707 2.65887 2.74421 2.84386 2.95867 3.08951 3.23721 3.40242 3.58553 3.78643 4.00439 4.23778 4.484 4.73956 5 
4 3.8266 3.65646 3.49287 3.33829 3.19471 3.06366 2.94605 2.84225 2.75242 2.67643 2.61397 2.56468 2.5282 2.50417 2.49232 2.49244 2.50441 2.52824 2.56404 2.61202 2.67251 2.74595 2.83282 2.93369 3.04915 3.17975 3.32595 3.48803 3.66596 3.85933 4.06715 4.28778 4.51888 4.7575 5 
4 3.83857 3.67983 3.52657 3.38097 3.24484 3.11965 3.00643 2.90577 2.81801 2.74328 2.68149 2.6325 2.59612 2.57215 2.5604 2.56077 2.5732 2.59769 2.63437 2.68339 2.74503 2.81959 2.90743 3.00895 3.1245 3.25439 3.39882 3.55776 3.73096 3.91776 4.11708 4.3273 4.54631 4.77155 5 
4 3.84778 3.69784 3.55263 3.41414 3.28403 3.1637 3.05425 2.95639 2.8706 2.79716 2.7362 2.6877 2.65161 2.62786 2.61636 2.61704 2.6299 2.65497 2.69234 2.74216 2.80462 2.87994 2.96837 3.07016 3.1855 3.3145 3.45715 3.61326 3.78236 3.96369 4.15608 4.35802 4.56754 4.78241 5 
4 3.85461 3.71122 3.57202 3.43891 3.31341 3.19689 3.09046 2.99492 2.91082 2.83858 2.77842 2.73047 2.69476 2.67131 2.6601 2.66112 2.67438 2.69994 2.73787 2.7883 2.85135 2.92718 3.01597 3.11782 3.23282 3.36095 3.50204 3.65576 3.82154 3.99853 4.18555 4.38114 4.58347 4.79054 5 
