0 0.108119 0.21497 0.319302 0.419889 0.515554 0.605174 0.687699 0.762162 0.827689 0.883512 0.928977 0.96355 0.986827 0.998533 0.998533 0.986827 0.96355 0.928977 0.883512 0.827689 0.762162 0.687699 0.605174 0.515554 0.419889 0.319302 0.21497 
4 2.10004 1.40832 1.13352 1.02398 0.988733 0.989855 1.00921 1.03751 1.06917 1.10041 1.12907 1.15383 1.17371 1.18812 1.19703 1.20096 1.20089 1.19834 1.19572 1.19692 1.20838 1.2413 1.31696 1.48047 1.84059 2.69805 5 
4 2.88338 2.18482 1.78244 1.55391 1.42545 1.35605 1.32203 1.30972 1.3108 1.3198 1.3333 1.34917 1.36597 1.38303 1.40049 1.41923 1.44083 1.46779 1.50403 1.55579 1.63305 1.75216 1.94096 2.24877 2.76388 3.63227 5 
4 3.24896 2.66556 2.25733 1.98363 1.80347 1.68682 1.613 1.56854 1.54454 1.5348 1.53531 1.54351 1.5578 1.57747 1.60276 1.63478 1.67547 1.72786 1.79666 1.88903 2.01581 2.19334 2.44604 2.80991 3.33388 4.06688 5 
4 3.44659 2.97106 2.59802 2.3198 2.118 1.9746 1.87463 1.80712 1.76408 1.73959 1.72963 1.73168 1.74413 1.7663 1.79847 1.84182 1.8984 1.97139 2.06556 2.1878 2.34788 2.55933 2.83989 3.21116 3.69506 4.30115 5 
4 3.56649 3.17408 2.84394 2.57941 2.37414 2.21882 2.10389 2.0214 1.96503 1.92971 1.91193 1.9094 1.92069 1.94517 1.98312 2.03569 2.10485 2.1936 2.30624 2.4487 2.62877 2.85634 3.14291 3.49972 3.93422 4.44268 5 
4 3.64541 3.31492 3.02426 2.77965 2.58043 2.42266 2.30082 2.20973 2.14484 2.10219 2.07899 2.07336 2.08408 2.11061 2.15323 2.213 2.29167 2.3918 2.51696 2.67191 2.86237 3.09471 3.37572 3.7104 4.09937 4.5354 5 
4 3.70023 3.41591 3.15852 2.93441 2.74537 2.59049 2.46701 2.37192 2.30223 2.25512 2.22851 2.22102 2.23166 2.25999 2.30627 2.37142 2.45696 2.5649 2.69795 2.85962 3.05395 3.28464 3.55504 3.86666 4.2173 4.59955 5 
4 3.73966 3.48998 3.25954 3.05407 2.87625 2.72683 2.60481 2.50875 2.43694 2.38751 2.35905 2.35063 2.36154 2.39141 2.44047 2.5095 2.59974 2.71272 2.85035 3.01494 3.2091 3.43483 3.69323 3.98384 4.30345 4.6455 5 
4 3.7685 3.54483 3.33568 3.14604 2.97883 2.83566 2.71664 2.62142 2.54923 2.49895 2.46974 2.46106 2.47242 2.50358 2.55472 2.62649 2.71978 2.83573 2.97563 3.14086 3.33278 3.55228 3.79916 4.07191 4.36707 4.67899 5 
