0 0.0369515 0.0738525 0.110653 0.147302 0.18375 0.219946 0.255843 0.29139 0.326539 0.361242 0.395451 0.429121 0.462204 0.494656 0.526432 0.557489 0.587785 0.617278 0.645928 0.673696 0.700543 0.726434 0.751332 0.775204 0.798017 0.81974 0.840344 0.8598 0.878081 0.895163 0.911023 0.925638 0.938988 0.951057 0.961826 0.971281 0.97941 0.986201 0.991645 0.995734 0.998464 0.999829 0.999829 0.998464 0.995734 0.991645 0.986201 0.97941 0.971281 0.961826 0.951057 0.938988 0.925638 0.911023 0.895163 0.878081 0.8598 0.840344 0.81974 0.798017 0.775204 0.751332 0.726434 0.700543 0.673696 0.645928 0.617278 0.587785 0.557489 0.526432 0.494656 0.462204 0.429121 0.395451 0.361242 0.326539 0.29139 0.255843 0.219946 0.18375 0.147302 0.110653 0.0738525 
4 2.03582 1.2811 0.945083 0.7771 0.687046 0.637885 0.612361 0.601615 0.600548 0.606147 0.616376 0.629962 0.646015 0.663714 0.682697 0.702563 0.722862 0.743519 0.76436 0.785018 0.805434 0.825652 0.84543 0.864535 0.883015 0.900932 0.918131 0.934439 0.949867 0.964487 0.978241 0.990971 1.0026 1.01317 1.02277 1.03137 1.03887 1.04519 1.05032 1.05433 1.05726 1.0591 1.05978 1.05928 1.05761 1.05479 1.05089 1.04593 1.0399 1.03279 1.02462 1.0154 1.00521 0.994086 0.98209 0.969262 0.955642 0.941275 0.926223 0.910566 0.894399 0.877835 0.860999 0.84403 0.827093 0.810378 0.794117 0.7786 0.764187 0.751346 0.740693 0.73306 0.729581 0.731874 0.742361 0.764806 0.805381 0.875048 0.995017 1.21088 1.63375 2.57225 5 
4 2.8255 2.06981 1.6114 1.32907 1.14961 1.03229 0.954234 0.902187 0.867909 0.846349 0.833969 0.828367 0.828066 0.831582 0.838071 0.847046 0.857734 0.869687 0.882749 0.896564 0.910806 0.925319 0.939929 0.954452 0.968808 0.982911 0.99662 1.00985 1.02261 1.03486 1.04645 1.05721 1.06714 1.07635 1.08487 1.09262 1.09942 1.10523 1.11008 1.11408 1.11725 1.11955 1.12087 1.1212 1.12057 1.11905 1.1167 1.11356 1.10959 1.10479 1.09916 1.09277 1.0857 1.07804 1.06987 1.06125 1.05222 1.04286 1.03328 1.02359 1.01397 1.0046 0.995692 0.987484 0.980263 0.974364 0.970197 0.968283 0.969285 0.974052 0.983698 0.999738 1.02425 1.06011 1.11153 1.18493 1.29027 1.44396 1.67419 2.03105 2.6046 3.54443 5 
4 3.19632 2.56092 2.10165 1.7781 1.54995 1.38739 1.27016 1.18497 1.12268 1.07734 1.04475 1.02165 1.00609 0.996402 0.991239 0.98973 0.991119 0.994891 1.00058 1.00765 1.01579 1.02487 1.03458 1.0446 1.05481 1.06516 1.07557 1.08589 1.09603 1.10587 1.11527 1.12414 1.13251 1.14042 1.14786 1.15471 1.16081 1.16613 1.17076 1.17479 1.1782 1.18092 1.18285 1.18399 1.1844 1.18418 1.18339 1.18203 1.18009 1.17753 1.1744 1.17078 1.16679 1.16255 1.15814 1.15363 1.14909 1.14462 1.14037 1.13651 1.13327 1.1309 1.12968 1.12995 1.1321 1.13659 1.14399 1.15501 1.17056 1.19182 1.22028 1.25793 1.30753 1.37276 1.45877 1.57311 1.72683 1.93635 2.22668 2.63451 3.20935 4.00099 5 
4 3.39906 2.87612 2.45621 2.13176 1.88473 1.69716 1.55413 1.44473 1.36062 1.2957 1.24577 1.2075 1.17842 1.15656 1.1406 1.12955 1.12234 1.11828 1.11688 1.11759 1.12002 1.1239 1.12881 1.13442 1.14065 1.14749 1.15475 1.16221 1.16972 1.17718 1.18451 1.19161 1.19847 1.2051 1.21146 1.2174 1.22283 1.22773 1.23217 1.23623 1.23986 1.24297 1.2455 1.24745 1.24891 1.24998 1.25071 1.2511 1.25111 1.25074 1.25005 1.24915 1.24818 1.24727 1.24652 1.24601 1.24582 1.24609 1.247 1.24877 1.25167 1.25602 1.26217 1.27053 1.28157 1.29587 1.31411 1.33715 1.36608 1.40231 1.4476 1.50419 1.57515 1.66454 1.77769 1.92198 2.10755 2.34805 2.66166 3.07075 3.59729 4.25048 5 
4 3.52362 3.08834 2.71533 2.40804 2.16014 1.96232 1.80475 1.6792 1.57912 1.49922 1.4353 1.38408 1.34326 1.31085 1.28532 1.26551 1.25032 1.23903 1.23111 1.22592 1.22294 1.22179 1.2221 1.22356 1.22608 1.22957 1.23378 1.23842 1.24338 1.24858 1.25395 1.25937 1.26477 1.27013 1.27541 1.2805 1.2853 1.28982 1.29409 1.29817 1.302 1.30549 1.30861 1.31137 1.31387 1.3162 1.31842 1.32049 1.3224 1.32416 1.32585 1.32759 1.32956 1.33189 1.33467 1.33801 1.34201 1.34683 1.35268 1.35983 1.36859 1.37933 1.39245 1.40841 1.42776 1.45114 1.47934 1.51332 1.55426 1.60368 1.66351 1.73607 1.82441 1.93252 2.06545 2.2296 2.43332 2.6867 3.00141 3.38943 3.85837 4.40386 5 
4 3.60728 3.23831 2.9088 2.62502 2.38589 2.1871 2.02316 1.88842 1.7777 1.68669 1.61187 1.55029 1.49977 1.4583 1.42434 1.39673 1.37441 1.35662 1.34276 1.33207 1.32396 1.31811 1.31414 1.31175 1.31077 1.31105 1.3123 1.31425 1.31679 1.31988 1.3234 1.32718 1.33115 1.33527 1.33952 1.34381 1.34805 1.3522 1.35631 1.36039 1.36441 1.36828 1.37198 1.37555 1.37907 1.38264 1.38628 1.38998 1.39373 1.39754 1.40153 1.40584 1.41065 1.41608 1.42226 1.42928 1.43727 1.44643 1.45699 1.46924 1.48353 1.50026 1.51988 1.5429 1.56989 1.60154 1.63871 1.68242 1.73388 1.79461 1.86658 1.95209 2.05393 2.17574 2.32195 2.49772 2.70938 2.9639 3.26804 3.6273 4.04273 4.50668 5 
4 3.6668 3.34881 3.05691 2.79715 2.5711 2.37727 2.21263 2.07359 1.95646 1.85793 1.77516 1.70559 1.64721 1.59815 1.55698 1.52266 1.49412 1.47054 1.45126 1.43548 1.42268 1.41251 1.40463 1.39864 1.39436 1.39158 1.39003 1.38945 1.38974 1.39083 1.39258 1.39479 1.39737 1.40032 1.40361 1.40715 1.41086 1.41467 1.41861 1.42269 1.42689 1.43114 1.43543 1.43978 1.4443 1.44905 1.45406 1.45933 1.46484 1.47064 1.47685 1.48363 1.49115 1.49956 1.50897 1.51949 1.53127 1.54452 1.55951 1.57654 1.596 1.6183 1.64391 1.67339 1.70731 1.74638 1.79148 1.84366 1.90412 1.9743 2.05606 2.15164 2.26349 2.39464 2.54884 2.73005 2.9427 3.19136 3.47958 3.80918 4.17847 4.58003 5 
4 3.71149 3.43307 3.17278 2.93573 2.72422 2.53833 2.37655 2.2368 2.11658 2.0135 1.92527 1.84974 1.7852 1.73001 1.68292 1.64295 1.60901 1.58031 1.55616 1.53582 1.51879 1.50473 1.49325 1.48393 1.47655 1.47091 1.46675 1.46382 1.46201 1.46122 1.46128 1.46198 1.46326 1.4651 1.46749 1.47035 1.47355 1.47703 1.4808 1.48488 1.48926 1.4939 1.49876 1.50389 1.50936 1.51524 1.52157 1.52833 1.53553 1.54323 1.55157 1.56072 1.57083 1.58206 1.59452 1.60835 1.62369 1.64079 1.65991 1.68139 1.70563 1.73304 1.76412 1.7994 1.83952 1.88516 1.93714 1.99652 2.06449 2.14239 2.23181 2.33482 2.45363 2.59061 2.74868 2.9309 3.14016 3.37924 3.64974 3.95155 4.282 4.63482 5 
4 3.74613 3.49926 3.26544 3.04889 2.85188 2.67523 2.51846 2.38047 2.25965 2.15427 2.06259 1.98286 1.91372 1.85379 1.80195 1.75728 1.71874 1.68558 1.65717 1.63282 1.61203 1.59447 1.57971 1.56731 1.55707 1.5488 1.54225 1.53716 1.53338 1.53082 1.52927 1.52856 1.52861 1.52943 1.531 1.53321 1.53593 1.53908 1.54269 1.54679 1.55136 1.55637 1.56179 1.56766 1.57404 1.58101 1.58858 1.59677 1.60559 1.61512 1.62549 1.63688 1.64945 1.66333 1.67866 1.69558 1.71426 1.73494 1.75789 1.78348 1.81208 1.84415 1.88015 1.9206 1.96615 2.0175 2.07539 2.14076 2.21481 2.29881 2.39405 2.50226 2.62547 2.76551 2.92452 3.10469 3.30789 3.53565 3.78849 4.06534 4.36331 4.6773 5 
