0 0.149042 0.294755 0.433884 0.56332 0.680173 0.781831 0.866025 0.930874 0.974928 0.997204 0.997204 0.974928 0.930874 0.866025 0.781831 0.680173 0.56332 0.433884 0.294755 
4 2.13397 1.47512 1.23055 1.14763 1.1341 1.15164 1.1819 1.21498 1.24593 1.27267 1.29511 1.31532 1.33863 1.3757 1.44752 1.59885 1.93744 2.76017 5 
4 2.91205 2.24147 1.8656 1.66233 1.55725 1.509 1.49465 1.50108 1.52139 1.55271 1.59521 1.65242 1.7325 1.85064 2.03379 2.33032 2.82728 3.66901 5 
4 3.27247 2.71284 2.32848 2.07889 1.9234 1.83245 1.78659 1.77345 1.78608 1.82161 1.88041 1.96644 2.08828 2.26064 2.50678 2.86151 3.3725 4.08814 5 
4 3.46526 3.00908 2.65671 2.40121 2.22498 2.111 2.04592 2.02017 2.02804 2.06719 2.13814 2.2445 2.39358 2.59699 2.87117 3.2364 3.71331 4.31091 5 
4 3.57958 3.20152 2.88812 2.64411 2.46436 2.34088 2.26597 2.23326 2.23876 2.2809 2.36026 2.47973 2.64467 2.86294 3.14451 3.49936 3.93351 4.44224 5 
4 3.65163 3.32922 3.05022 2.82269 2.64756 2.52241 2.44376 2.40803 2.41285 2.45738 2.54219 2.66932 2.84235 3.06589 3.34482 3.68283 4.07898 4.52462 5 
4 3.6978 3.41351 3.161 2.9489 2.78085 2.65765 2.57858 2.54213 2.54723 2.59363 2.68183 2.81308 2.98948 3.21339 3.48623 3.80802 4.17479 4.57725 5 
4 3.72604 3.46599 3.23149 3.03096 2.86925 2.74886 2.6707 2.63459 2.64037 2.68817 2.77841 2.91176 3.08923 3.31171 3.57869 3.8881 4.23473 4.60961 5 
4 3.74037 3.49291 3.26808 3.07409 2.91627 2.7979 2.72068 2.68516 2.69163 2.74042 2.83186 2.96632 3.14413 3.36537 3.62859 3.93081 4.26633 4.62652 5 
4 3.74263 3.49718 3.27389 3.08096 2.9238 2.80585 2.72895 2.69378 2.70074 2.75016 2.84231 2.97743 3.15572 3.37692 3.63945 3.94014 4.27323 4.63023 5 
4 3.73305 3.47917 3.24936 3.05195 2.89211 2.77283 2.69546 2.66032 2.66753 2.71726 2.80973 2.94527 3.12436 3.34702 3.61213 3.91704 4.25627 4.62117 5 
4 3.71038 3.43691 3.19236 2.98523 2.81986 2.69798 2.61973 2.58454 2.5919 2.64165 2.73395 2.86947 3.04935 3.27453 3.54507 3.85962 4.2136 4.59822 5 
4 3.67151 3.36555 3.09789 2.87663 2.70412 2.57958 2.50096 2.46622 2.47392 2.5234 2.61483 2.74934 2.9291 3.15661 3.43412 3.76279 4.14025 4.55818 5 
4 3.61004 3.25578 2.95702 2.71932 2.54042 2.41524 2.33833 2.30551 2.31414 2.36306 2.45246 2.58403 2.76121 2.98872 3.27212 3.61716 4.02643 4.49433 5 
4 3.51284 3.09042 2.75513 2.50339 2.32318 2.20243 2.13138 2.10323 2.11403 2.16214 2.24778 2.37321 2.54316 2.76487 3.04849 3.40722 3.854 4.39277 5 
4 3.35088 2.8379 2.46961 2.21601 2.0468 1.94004 1.88135 1.86183 1.87658 1.92367 2.00334 2.11807 2.27349 2.47899 2.74972 3.10924 3.5897 4.22295 5 
4 3.05272 2.44072 2.06948 1.84416 1.70791 1.62949 1.59193 1.58594 1.60682 1.65275 1.72388 1.82242 1.95372 2.12766 2.36223 2.6906 3.17267 3.90905 5 
4 2.41917 1.80288 1.52371 1.38345 1.31115 1.27792 1.27067 1.2831 1.31221 1.35684 1.41695 1.49388 1.59128 1.71586 1.88117 2.11804 2.50136 3.24095 5 
0.818594 0.820862 0.827664 0.839002 0.854875 0.875283 0.900227 0.929705 0.963719 1.00227 1.04535 1.09297 1.14512 1.20181 1.26304 1.3288 1.39909 1.47392 1.55329 1.63719 
