0 0.0337741 0.0675097 0.101168 0.134711 0.168101 0.201299 0.234266 0.266967 0.299363 0.331418 0.363094 0.394356 0.425168 0.455495 0.485302 0.514555 0.543222 0.571268 0.598663 0.625374 0.651372 0.676627 0.70111 0.724793 0.747649 0.769651 0.790776 0.810998 0.830295 0.848644 0.866025 0.882418 0.897805 0.912166 0.925487 0.937752 0.948947 0.959059 0.968077 0.97599 0.98279 0.988468 0.993019 0.996436 0.998717 0.999857 0.999857 0.998717 0.996436 0.993019 0.988468 0.98279 0.97599 0.968077 0.959059 0.948947 0.937752 0.925487 0.912166 0.897805 0.882418 0.866025 0.848644 0.830295 0.810998 0.790776 0.769651 0.747649 0.724793 0.70111 0.676627 0.651372 0.625374 0.598663 0.571268 0.543222 0.514555 0.485302 0.455495 0.425168 0.394356 0.363094 0.331418 0.299363 0.266967 0.234266 0.201299 0.168101 0.134711 0.101168 0.0675097 
4 2.03278 1.27501 0.936146 0.765196 0.672213 0.620179 0.591841 0.57838 0.574704 0.577741 0.585602 0.596871 0.610736 0.626459 0.643475 0.661589 0.680359 0.699501 0.719033 0.738675 0.758166 0.777597 0.796902 0.815774 0.834146 0.852149 0.8697 0.886568 0.902714 0.918267 0.933235 0.947451 0.960784 0.973259 0.984954 0.995854 1.00587 1.01493 1.02306 1.0303 1.03665 1.04205 1.04644 1.04983 1.05225 1.05374 1.0543 1.0539 1.0525 1.05009 1.04671 1.04241 1.0372 1.03111 1.02412 1.01623 1.00744 0.997801 0.987346 0.976126 0.964181 0.951543 0.938242 0.92431 0.909792 0.894747 0.879245 0.863371 0.847218 0.830889 0.814495 0.798167 0.782059 0.766355 0.751282 0.73712 0.724233 0.713088 0.70429 0.698651 0.697313 0.701901 0.714806 0.739771 0.783 0.855446 0.978324 1.19732 1.62362 2.56618 5 
4 2.82271 2.06401 1.60279 1.31773 1.13553 1.01552 0.934799 0.880122 0.843385 0.819314 0.804669 0.796875 0.79439 0.796055 0.800685 0.807851 0.817038 0.827551 0.839227 0.851915 0.865208 0.878897 0.892911 0.907072 0.921221 0.935277 0.949116 0.962627 0.97582 0.988728 1.00124 1.01319 1.02449 1.0352 1.04534 1.05486 1.06364 1.07166 1.07897 1.08561 1.09151 1.09658 1.10078 1.10415 1.10675 1.10863 1.10975 1.11006 1.1095 1.10808 1.10588 1.10296 1.09936 1.09507 1.09008 1.08436 1.07795 1.0709 1.06329 1.05519 1.04666 1.03773 1.02846 1.01889 1.00908 0.999139 0.989185 0.979358 0.969814 0.960727 0.952291 0.944733 0.938322 0.933393 0.930356 0.929719 0.932145 0.938497 0.949899 0.967828 0.994342 1.03237 1.08612 1.16193 1.26982 1.4262 1.65923 2.0192 2.59626 3.54 5 
4 3.1937 2.55561 2.09358 1.76735 1.53654 1.37139 1.25165 1.16391 1.09932 1.05159 1.01676 0.991652 0.973988 0.962413 0.955496 0.952271 0.952098 0.954373 0.958689 0.964594 0.971683 0.979839 0.988896 0.998477 1.00834 1.01846 1.02876 1.03911 1.0494 1.05962 1.06969 1.07946 1.08883 1.09781 1.10639 1.1145 1.12209 1.12914 1.13569 1.14172 1.14714 1.15187 1.15589 1.15927 1.16209 1.16436 1.16603 1.167 1.16726 1.16683 1.16581 1.16427 1.16226 1.15975 1.1567 1.15312 1.14904 1.14455 1.13975 1.13472 1.12955 1.12427 1.11894 1.11363 1.10844 1.10349 1.09896 1.09504 1.09194 1.0899 1.08919 1.09012 1.09307 1.09849 1.10696 1.1192 1.1361 1.15883 1.18893 1.2284 1.27988 1.34713 1.43536 1.55202 1.70816 1.92031 2.21329 2.62396 3.20212 3.99746 5 
4 3.39645 2.87097 2.44847 2.1215 1.87196 1.68188 1.53652 1.42463 1.33829 1.27118 1.21906 1.17878 1.14776 1.12411 1.10636 1.09359 1.08486 1.07929 1.07644 1.07592 1.07724 1.08014 1.08431 1.08937 1.09512 1.10152 1.10843 1.11566 1.12307 1.13069 1.13843 1.14611 1.15358 1.16083 1.16785 1.17462 1.18108 1.18722 1.19302 1.19842 1.20335 1.20774 1.21162 1.21506 1.21811 1.22076 1.22293 1.22455 1.22561 1.22617 1.22633 1.22617 1.22571 1.22493 1.22378 1.22228 1.22048 1.21851 1.21646 1.21445 1.21256 1.21084 1.20935 1.20818 1.20746 1.20737 1.20809 1.20989 1.21301 1.21774 1.22443 1.23346 1.24529 1.26048 1.27973 1.30393 1.33415 1.37175 1.41856 1.47688 1.54967 1.64094 1.75615 1.90264 2.0905 2.33352 2.64974 3.06139 3.59082 4.24739 5 
4 3.52116 3.08352 2.70804 2.39832 2.14807 1.94774 1.78794 1.66011 1.55779 1.47575 1.40981 1.35666 1.31391 1.27975 1.25249 1.23099 1.21425 1.2014 1.19199 1.18551 1.18136 1.17917 1.17867 1.17947 1.18133 1.18415 1.18777 1.19195 1.19662 1.20176 1.20727 1.2129 1.21849 1.22404 1.22958 1.23508 1.24049 1.24573 1.25076 1.25553 1.25998 1.26408 1.26785 1.27136 1.27463 1.27764 1.2803 1.28255 1.2844 1.28594 1.28727 1.28847 1.28953 1.29042 1.29111 1.29164 1.29207 1.29255 1.29319 1.29412 1.29541 1.29713 1.29935 1.30218 1.30578 1.31034 1.31612 1.32338 1.33243 1.34361 1.35729 1.37394 1.39408 1.41833 1.44748 1.48254 1.52471 1.57545 1.63667 1.71082 1.80094 1.91085 2.04569 2.21192 2.41774 2.67343 2.9907 3.38118 3.8526 4.40103 5 
4 3.60493 3.23369 2.90187 2.61569 2.37437 2.17329 2.00709 1.87015 1.75736 1.66427 1.58748 1.52405 1.47167 1.42849 1.39282 1.36351 1.33962 1.32024 1.30482 1.29278 1.28346 1.27652 1.27166 1.26846 1.26661 1.266 1.26646 1.26777 1.26984 1.27262 1.27595 1.27957 1.28335 1.28728 1.29141 1.29572 1.3001 1.30445 1.30873 1.31288 1.3169 1.32074 1.32443 1.32801 1.33149 1.33482 1.33795 1.34082 1.34347 1.34599 1.34847 1.35097 1.3535 1.35601 1.35849 1.36098 1.36359 1.36645 1.3697 1.37346 1.37782 1.38284 1.38862 1.39529 1.40302 1.41204 1.42262 1.43507 1.44972 1.46694 1.48716 1.51086 1.53864 1.57116 1.60925 1.65395 1.70657 1.7686 1.84188 1.9288 2.03232 2.15587 2.30385 2.4816 2.69524 2.95181 3.25829 3.61995 4.03762 4.50406 5 
4 3.66453 3.3443 3.05031 2.78831 2.56006 2.36406 2.19732 2.05615 1.93703 1.83651 1.75184 1.68048 1.62028 1.56954 1.52668 1.49065 1.4605 1.43528 1.4144 1.39725 1.38321 1.3719 1.36299 1.35602 1.35066 1.34681 1.3443 1.34292 1.34252 1.34303 1.34425 1.34595 1.34799 1.3504 1.35322 1.35639 1.35976 1.36323 1.36677 1.37035 1.37396 1.37758 1.3812 1.38484 1.38851 1.39217 1.39575 1.39924 1.40268 1.40615 1.40975 1.41352 1.41745 1.42152 1.42573 1.43012 1.43483 1.44 1.44576 1.45225 1.45954 1.46773 1.4769 1.48721 1.49886 1.5121 1.52722 1.54454 1.56442 1.58727 1.61352 1.64368 1.67835 1.71828 1.7643 1.81741 1.87891 1.95035 2.03342 2.13027 2.24361 2.37644 2.53228 2.71533 2.92989 3.18041 3.47071 3.80257 4.17398 4.57767 5 
4 3.70944 3.42883 3.16644 2.9273 2.71372 2.52572 2.36194 2.22014 2.09802 1.99302 1.90296 1.82569 1.75936 1.70252 1.65374 1.61203 1.57645 1.54607 1.52031 1.49858 1.48027 1.46497 1.45231 1.44182 1.43319 1.42634 1.42108 1.41717 1.41443 1.41276 1.41197 1.41185 1.41227 1.41325 1.41482 1.41688 1.41927 1.4219 1.42473 1.42778 1.43103 1.43444 1.43799 1.44169 1.44554 1.4495 1.45353 1.45764 1.46185 1.46626 1.47093 1.47592 1.4812 1.48677 1.49264 1.49888 1.50561 1.51299 1.52116 1.53025 1.54034 1.55153 1.56392 1.57768 1.59302 1.61022 1.62958 1.65143 1.67616 1.70417 1.73592 1.77191 1.81275 1.8592 1.91211 1.97242 2.04131 2.12033 2.21108 2.31534 2.43545 2.57398 2.73363 2.91749 3.12854 3.36934 3.64166 3.94552 4.27802 4.6328 5 
4 3.74415 3.49528 3.25944 3.04087 2.84188 2.66322 2.50453 2.36459 2.24194 2.13471 2.04125 1.95982 1.88895 1.82738 1.77383 1.72739 1.68718 1.65233 1.62231 1.59655 1.5744 1.55547 1.53937 1.52565 1.51404 1.50442 1.49662 1.49033 1.48538 1.48165 1.47897 1.47714 1.47605 1.47569 1.47607 1.47705 1.4785 1.48032 1.48251 1.48507 1.48799 1.4912 1.49469 1.49843 1.50244 1.5067 1.51119 1.5159 1.52087 1.52617 1.53188 1.53802 1.5446 1.55161 1.55908 1.56708 1.57576 1.58526 1.59572 1.60727 1.62001 1.63402 1.64945 1.66644 1.68525 1.70614 1.72944 1.75548 1.78463 1.81732 1.85402 1.89523 1.94151 1.99359 2.05235 2.1187 2.19365 2.27858 2.37505 2.48456 2.60896 2.75036 2.91083 3.09254 3.29741 3.5268 3.7812 4.0598 4.35967 4.67552 5 
