0 0.239316 0.464723 0.663123 0.822984 0.935016 0.992709 0.992709 0.935016 0.822984 0.663123 0.464723 
4 2.20357 1.61045 1.4253 1.39422 1.42687 1.49237 1.59061 1.75459 2.08394 2.86456 5 
4 2.96404 2.34835 2.03341 1.90153 1.8861 1.95926 2.1227 2.40887 2.89355 3.71125 5 
4 3.30442 2.78531 2.45872 2.29256 2.25676 2.33584 2.53186 2.86454 3.37007 4.08687 5 
4 3.46825 3.02996 2.72373 2.55353 2.51243 2.59544 2.80411 3.14726 3.63521 4.26628 5 
4 3.53838 3.1426 2.85288 2.68545 2.64417 2.72911 2.94192 3.28512 3.75734 4.34304 5 
4 3.54266 3.14912 2.85952 2.69133 2.64948 2.73501 2.94933 3.29404 3.76615 4.34885 5 
4 3.48299 3.05155 2.74467 2.57072 2.52743 2.61217 2.82638 3.17556 3.66464 4.28633 5 
4 3.33755 2.82941 2.49677 2.31961 2.2774 2.35979 2.56841 2.91719 3.43051 4.13193 5 
4 3.0377 2.43174 2.09352 1.93369 1.90286 1.9811 2.17024 2.49409 3.00816 3.81102 5 
4 2.38151 1.76621 1.51196 1.41895 1.41928 1.49164 1.63713 1.8807 2.29703 3.10386 5 
0.715976 0.721893 0.739645 0.769231 0.810651 0.863905 0.928994 1.00592 1.09467 1.19527 1.30769 1.43195 
