C h:0.0169492
C GRID SIZE:60
C N:58
0 0.636254 1.25631 1.84437 2.38547 2.86583 3.27321 3.59725 3.82969 3.96461 3.99858 3.93074 3.7628 3.49905 3.14621 2.71325 2.2112 1.65285 1.05241 0.425174 -0.212889 -0.84553 -1.45664 -2.03066 -2.55298 -3.01028 -3.39094 -3.68525 -3.88572 -3.98725 -3.98725 -3.88572 -3.68525 -3.39094 -3.01028 -2.55298 -2.03066 -1.45664 -0.84553 -0.212889 0.425174 1.05241 1.65285 2.2112 2.71325 3.14621 3.49905 3.7628 3.93074 3.99858 3.96461 3.82969 3.59725 3.27321 2.86583 2.38547 1.84437 1.25631 0.636254 -1.46935e-18 
0 0.542565 1.07132 1.57281 2.03426 2.44394 2.79142 3.06784 3.26619 3.38142 3.41059 3.35297 3.21003 2.98541 2.68484 2.31598 1.88822 1.41246 0.900811 0.366313 -0.177423 -0.716551 -1.23734 -1.72652 -2.17165 -2.56137 -2.88578 -3.1366 -3.30745 -3.39397 -3.39397 -3.30745 -3.1366 -2.88578 -2.56137 -2.17165 -1.72652 -1.23734 -0.716551 -0.177423 0.366313 0.900811 1.41246 1.88822 2.31598 2.68484 2.98541 3.21003 3.35297 3.41059 3.38142 3.26619 3.06784 2.79142 2.44394 2.03426 1.57281 1.07132 0.542565 0 
0 0.462745 0.913719 1.34145 1.73505 2.08452 2.38097 2.61685 2.78618 2.88464 2.90976 2.86088 2.73927 2.54804 2.29206 1.97786 1.61344 1.2081 0.772161 0.316731 -0.146587 -0.60599 -1.04977 -1.46663 -1.84595 -2.17807 -2.45452 -2.66826 -2.81386 -2.8876 -2.8876 -2.81386 -2.66826 -2.45452 -2.17807 -1.84595 -1.46663 -1.04977 -0.60599 -0.146587 0.316731 0.772161 1.2081 1.61344 1.97786 2.29206 2.54804 2.73927 2.86088 2.90976 2.88464 2.78618 2.61685 2.38097 2.08452 1.73505 1.34145 0.913719 0.462745 0 
0 0.394748 0.77946 1.14436 1.48017 1.77835 2.03134 2.2327 2.37732 2.46154 2.48322 2.44184 2.33845 2.1757 1.95775 1.69016 1.37977 1.03447 0.663085 0.27507 -0.119683 -0.511113 -0.889246 -1.24445 -1.56766 -1.85066 -2.08623 -2.26837 -2.39243 -2.45527 -2.45527 -2.39243 -2.26837 -2.08623 -1.85066 -1.56766 -1.24445 -0.889246 -0.511113 -0.119683 0.27507 0.663085 1.03447 1.37977 1.69016 1.95775 2.1757 2.33845 2.44184 2.48322 2.46154 2.37732 2.2327 2.03134 1.77835 1.48017 1.14436 0.77946 0.394748 0 
0 0.336827 0.6651 0.976482 1.26307 1.51758 1.73356 1.90553 2.02913 2.10124 2.12003 2.08506 1.99723 1.85879 1.67329 1.44547 1.18114 0.887051 0.570707 0.240175 -0.0961153 -0.429591 -0.751749 -1.05438 -1.32976 -1.57089 -1.7716 -1.92679 -2.0325 -2.08604 -2.08604 -2.0325 -1.92679 -1.7716 -1.57089 -1.32976 -1.05438 -0.751749 -0.429591 -0.0961153 0.240175 0.570707 0.887051 1.18114 1.44547 1.67329 1.85879 1.99723 2.08506 2.12003 2.10124 2.02913 1.90553 1.73356 1.51758 1.26307 0.976482 0.6651 0.336827 0 
0 0.287498 0.567703 0.833509 1.07817 1.2955 1.47997 1.62693 1.73265 1.79447 1.81084 1.78137 1.70683 1.58914 1.43133 1.23743 1.01239 0.761979 0.492577 0.211064 -0.0753753 -0.359434 -0.633865 -0.89167 -1.12627 -1.33169 -1.50269 -1.63491 -1.72497 -1.77058 -1.77058 -1.72497 -1.63491 -1.50269 -1.33169 -1.12627 -0.89167 -0.633865 -0.359434 -0.0753753 0.211064 0.492577 0.761979 1.01239 1.23743 1.43133 1.58914 1.70683 1.78137 1.81084 1.79447 1.73265 1.62693 1.47997 1.2955 1.07817 0.833509 0.567703 0.287498 0 
0 0.245492 0.484767 0.711766 0.920742 1.10641 1.26407 1.38974 1.48026 1.53335 1.54768 1.52294 1.45976 1.3598 1.22561 1.06065 0.86914 0.655976 0.426609 0.186901 -0.0570266 -0.298945 -0.532679 -0.752263 -0.952092 -1.12707 -1.27273 -1.38535 -1.46207 -1.50093 -1.50093 -1.46207 -1.38535 -1.27273 -1.12707 -0.952092 -0.752263 -0.532679 -0.298945 -0.0570266 0.186901 0.426609 0.655976 0.86914 1.06065 1.22561 1.3598 1.45976 1.52294 1.54768 1.53335 1.48026 1.38974 1.26407 1.10641 0.920742 0.711766 0.484767 0.245492 0 
0 0.20973 0.414159 0.608122 0.786719 0.945441 1.08029 1.18786 1.26546 1.31114 1.32378 1.3031 1.24964 1.16481 1.0508 0.910541 0.747629 0.566244 0.371027 0.166975 -0.0406959 -0.246676 -0.445704 -0.632693 -0.802869 -0.951886 -1.07594 -1.17186 -1.2372 -1.27029 -1.27029 -1.2372 -1.17186 -1.07594 -0.951886 -0.802869 -0.632693 -0.445704 -0.246676 -0.0406959 0.166975 0.371027 0.566244 0.747629 0.910541 1.0508 1.16481 1.24964 1.3031 1.32378 1.31114 1.26546 1.18786 1.08029 0.945441 0.786719 0.608122 0.414159 0.20973 0 
0 0.179291 0.354062 0.519909 0.672655 0.808454 0.923893 1.01608 1.0827 1.12211 1.13335 1.11616 1.07103 0.999137 0.902353 0.783176 0.644672 0.490401 0.324318 0.150682 -0.0260627 -0.201391 -0.370818 -0.53001 -0.674897 -0.801775 -0.907402 -0.989079 -1.04472 -1.0729 -1.0729 -1.04472 -0.989079 -0.907402 -0.801775 -0.674897 -0.53001 -0.370818 -0.201391 -0.0260627 0.150682 0.324318 0.490401 0.644672 0.783176 0.902353 0.999137 1.07103 1.11616 1.13335 1.12211 1.0827 1.01608 0.923893 0.808454 0.672655 0.519909 0.354062 0.179291 0 
0 0.153391 0.302927 0.444854 0.575609 0.691913 0.790855 0.869966 0.927279 0.961384 0.971459 0.957293 0.919289 0.85846 0.776393 0.675219 0.55755 0.426418 0.285196 0.137509 -0.0128519 -0.162033 -0.30621 -0.441692 -0.56501 -0.673006 -0.762919 -0.832446 -0.87981 -0.903798 -0.903798 -0.87981 -0.832446 -0.762919 -0.673006 -0.56501 -0.441692 -0.30621 -0.162033 -0.0128519 0.137509 0.285196 0.426418 0.55755 0.675219 0.776393 0.85846 0.919289 0.957293 0.971459 0.961384 0.927279 0.869966 0.790855 0.691913 0.575609 0.444854 0.302927 0.153391 0 
